property_id,title,url,address,country,tag,property_status,primary price,secondary price,agent,agent_address,agent_phone,agent_url,date_added,letting_details,property_type,beds,baths,key_features,description,property_size
prop124364852,"
            1 bedroom terraced house        ",https://www.rightmove.co.uk/properties/124364852#/?channel=RES_LET,"Horley, Surrey",GB,Commercial,"
Development Microsite





","£1,150 pcm",£265 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Clarendons, Surrey & West Sussex - Lettings","Head Office 
1 Effingham Road,
Reigate,
RH2 7JN",01737 301446,https://www.rightmove.co.uk/estate-agents/agent/Clarendons/Surrey-and-West-Sussex---Lettings-91274.html,Added yesterday,"['Let available date: 10/10/2023', 'Deposit: £1,326A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Terraced,×1,×1,"['One Double Bedroom House', 'Modern Kitchen', 'Private Garden', 'Ample On Street Parking', 'Quiet Location', 'Sought After Langshott Development', 'Unfurnished', 'Available October']","A much sought after one double bedroom house located on the Langshott development in Horley. Accommodation is spacious and comfortable boasting; lounge/diner with patio doors out onto a private, well maintained rear garden, fully fitted modern kitchen with pantry, double bedroom with double fitted wardrobe and bathroom with shower over bath. There is ample on street parking on offer. Unfurnished and available October. Pets considered!",
prop139640468,"
            2 bedroom terraced house        ",https://www.rightmove.co.uk/properties/139640468#/?channel=RES_LET,"Downs Road, Lower Clapton, London, E5",GB,Commercial,"
Development Microsite





","£1,950 pcm",£450 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Keatons, Hackney","336 
Mare Street
London
E8 1HA ",020 3879 5852,https://www.rightmove.co.uk/estate-agents/agent/Keatons/Hackney-22268.html,Added yesterday,"['Let available date: Ask agent', 'Deposit: £2,250A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Terraced,×2,×1,"['Newly Decorated First Floor Flat', 'Two Bedrooms', 'New Sash Windows', 'Access To A Shared Garden']","Located in this quiet residential street and only moments from the beautiful open spaces of Hackney Downs Park is this well presented period conversion, situated on the first floor of this Victorian residence. The property has just been decorated throughout and benefits from recently replaced sash windows and laminate flooring in the reception. Boasting high ceilings and bright interiors with two double bedrooms, open plan reception/kitchen, modern contemporary bathroom and a fantastic shared garden. Superb transport links and a host of amenities are nearby from Lower Clapton Road and Clapton Station offering swift access into the City and West End. Ideal for a professional couple. Council tax band C.",
prop136914155,"
            3 bedroom house        ",https://www.rightmove.co.uk/properties/136914155#/?channel=RES_LET,"Broadfield Way, Aldenham, Watford",GB,Commercial,"
Development Microsite





","£3,850 pcm",£888 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Village Estates, Elstree","1 High Street,
Elstree,
WD6 3BY",020 3834 8559,https://www.rightmove.co.uk/estate-agents/agent/Village-Estates/Elstree-143561.html,Reduced yesterday,"['Let available date: Ask agent', 'Deposit: £4,442A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",House,×3,×2,,"A 3 bedroom mid terrace house located in the award winning Octagon Development in Wall Hall. The development is built in 55 acres of parkland and owners have the use of a Tennis Court and Gym.The property is build to the highest standards and offered in excellent decorative order throughout with the ground floor accommodation consisting of a spacious Entrance hall, Kitchen/Breakfast room, lounge, dining room, study and cloakroom. To the first floor are 3 bedrooms with the master suite having an en suite bathroom., 2 further double bedrooms and a family bathroom.To the rear is a 50' garden . There is parking for 2 cars and a garageAVAILABLE END OF AUGUSTBrochuresBroadfield Way, Aldenham, WatfordBrochure",
prop139640411,"
            1 bedroom flat        ",https://www.rightmove.co.uk/properties/139640411#/?channel=RES_LET,"Nicoll Road, Harlesden",GB,Commercial,"
Development Microsite





","£1,500 pcm",£346 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Maple Estate & Letting Agents, Harrow","41 Station Road,
Harrow,
HA1 2UA",020 3869 4542,https://www.rightmove.co.uk/estate-agents/agent/Maple-Estate-and-Letting-Agents/Harrow-69002.html,Added yesterday,"['Let available date: 18/09/2023', 'Deposit: Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Flat,×1,×1,"['Conversion', '1 Bed', '1 Reception', '1 Bathroom', 'Energy Rating : D', 'Council Tax Band B', 'Unfurnished', 'Shower', 'Garden', 'Washing Machine']","Very spacious one bedroom ground floor flat in heart of Harlesden. The property benefits from off street parking,  reception room, double bedroom, fully fitted kitchen incl. white goods. Just moments walk to High Street, 7 minutes walk to Harlesden Station (Bakerloo Line & London Overground)  and 12 minutes walk to Willesden Junction Underground Station.  Available for long let. Call now to register your interest. ",
prop139393928,"
            3 bedroom flat        ",https://www.rightmove.co.uk/properties/139393928#/?channel=RES_LET,"Christchurch Road, Tulse Hill, London, SW2",GB,Commercial,"
Development Microsite





","£3,500 pcm",£808 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Foxtons, Streatham","82 Streatham High Road,
London,
SW16 1BS",020 3907 2587,https://www.rightmove.co.uk/estate-agents/agent/Foxtons/Streatham-71419.html,Added on 01/09/2023,"['Let available date: Ask agent', 'Deposit: £808A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Short term', 'Furnish type: Ask agent', 'Council Tax: Ask agent']",Flat,×3,×2,"['Delightful 3 bedroom 1st floor flat', 'Spacious reception room', 'Separate kitchen', 'Main bedroom with en-suite bathroom', 'Well-sized double bedrooms', 'Close to Tulse Hill Station', 'Off-street parking']","SHORT LET. Set on the 1st floor of a period conversion, this beautifully presented 3 bedroom flat offers generously proportioned double bedrooms with 1 en-suite bathroom and a spacious reception room.Christchurch Road is conveniently located in the heart of Tulse Hill, which provides a good selection of shops, restaurants and amenities, as well as great transport links via Tulse Hill Station. Please use the reference CHPK3854832 when contacting Foxtons.BrochuresProperty detailsSuper sized images",870 sq. ft.
prop139640384,"
            3 bedroom semi-detached house        ",https://www.rightmove.co.uk/properties/139640384#/?channel=RES_LET,"Ellen Close, Bromley, BR1",GB,Commercial,"
Development Microsite





","£2,400 pcm",£554 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Your Move, Bromley","1 West Street,
Bromley,
BR1 1RE",020 3879 0870,https://www.rightmove.co.uk/estate-agents/agent/Your-Move/Bromley-6590.html,Added yesterday,"['Let available date: 28/09/2023', 'Deposit: £2,769A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Ask agent', 'Council Tax: Ask agent']",Semi-Detached,,×3,"['- 3 DOUBLE ROOMS', '- FAMILY BATHROOM', '- PRIVATE GARDEN', '- DRIVEWAY FOR 2 CARS', '- EPC RATING: C', '- COUNCIL TAX BAND: D']","
A beautiful semi detached 3 bedroom family home located in the heart of Bromley, The property offers three well sized bedrooms, a separate study room, a kitchen with fully integrated appliances, and a modern family bathroom. This family property offers private garden and a driveway for 2 cars. Viewings are highly recommended to avoid disappointment
IMPORTANT NOTE TO POTENTIAL PURCHASERS & TENANTS: We endeavour to make our particulars accurate and reliable, however, they do not constitute or form part of an offer or any contract and none is to be relied upon as statements of representation or fact. The services, systems and appliances listed in this specification have not been tested by us and no guarantee as to their operating ability or efficiency is given. All photographs and measurements have been taken as a guide only and are not precise. Floor plans where included are not to scale and accuracy is not guaranteed. If you require clarification or further information on any points, please contact us, especially if you are traveling some distance to view. POTENTIAL PURCHASERS: Fixtures and fittings other than those mentioned are to be agreed with the seller. POTENTIAL TENANTS: All properties are available for a minimum length of time, with the exception of short term accommodation. Please contact the branch for details. A security deposit of at least one month’s rent is required. Rent is to be paid one month in advance. It is the tenant’s responsibility to insure any personal possessions. Payment of all utilities including water rates or metered supply and Council Tax is the responsibility of the tenant in every case. BRN230154/2BrochuresWeb Details",
prop139640381,"
            5 bedroom chalet        ",https://www.rightmove.co.uk/properties/139640381#/?channel=RES_LET,"London Road, Shenley, WD7",GB,Commercial,"
Development Microsite





","£4,000 pcm",£923 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Barkers, Shenley","104 London Road,
Shenley,
WD7 9BS",01923 961359,https://www.rightmove.co.uk/estate-agents/agent/Barkers/Shenley-14584.html,Added yesterday,"['Let available date: 01/11/2023', 'Deposit: £4,615A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: 12 monthsHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Chalet,×5,×3,"['Unique Character Property', 'Central Village Location', 'Five Bedrooms + Mezzanine/Office', 'Guest WC & Utility Room', 'Discreet Position', 'Three Bathrooms']","An EXCLUSIVE, FIVE BEDROOM, THREE bathroom DETACHED chalet-bungalow approx. 2650 sq ft. Tucked away in a private and secluded position in Shenley Old Village. Featuring country kitchen with Aga, character features, utility room, guest WC, glazed extension and office/mezzanine level. Within close walking distance of local village amenities, Shenley Primary School, Clore Shalom School, Shenley park, open countryside footpaths, shops, post office and doctors surgery. AVAILABLE NOVEMBER 2023. EPC Rating: DEntrance HallDoors to Living/Dining Room, Cloakroom WC and Storage Room. Tiled floor. Stairs to study. Fitted carpet to stairs.Lounge9.42m x 3.99mDouble glazed windows to front x2. Double-glazed window to rear. Double-glazed window to side. Built-in fireplace with log burner.  Fitted carpet.Guest Cloakroom/WCLow flush WC. Pedestal wash hand basin. Double-glazed obscured window to rear. Tiled floor.Storage RoomTiled floor. Double-glazed window to rear.Kitchen5.03m x 4.55mRange of fitted wall and base units. Double-glazed windows to front. Island unit with ceramic Butler's sink unit with mixer tap. Five-door Built-in Aga. Double-fridge/freezer. Five-ring gas hob with stainless steel extractor hood above. Built-in microwave. Stainless steel oven and grill. Double glass-panel doors to Conservatory. Tiled floor.Glazed Extension6.27m x 3.48mTiled floor. Ceiling light points. Views and access to rear garden.Utility RoomDoor to conservatory. Double-glazed window to rear. Fitted wall and base corner unit. Stainless steel sink unit with mixer tap. Drinks cooler/fridge. Tiled floor.Bedroom Four3.15m x 2.79mDouble-glazed window rear. Built-in cupboard. Fitted carpet.Bedroom Five3.86m x 2.51mDouble-glazed window and door to front. Built-in storage cupboards. Fitted carpet.Bedroom Three4.78m x 4.22mDouble-glazed windows to rear. Fitted carpet.Main Bedroom4.88m x 4.32mDouble-aspect double-glazed windows to front and rear. Fitted carpet. Door to:-En-suite to Main Bedroom3.66m x 2.74mPanel-enclosed bath with mixer tap. 'His and hers' bowl style wash hand basin with storage cupboard beneath. Low-flush WC. Shower cubicle with power shower above. Towel radiator. Part-tiled walls. Tiled floor.Bedroom Two4.88m x 3.96mSky-light windows. Free standing bath with mixer taps. Shower cubicle with power shower. Double-sink unit with storage cupboard beneath. Towel radiator. Part-tiled walls. Tiled floor.En-suite to Bedroom Two4.57m x 2.18mSky-light windows. Free standing bath with mixer taps. Shower cubicle with power shower. Double-sink unit with storage cupboard beneath. Towel radiator. Part-tiled walls. Tiled floor.Office/Mezzanine4.29m x 3.05mOpen stair-case to study. Fitted carpet. Skylight windows and double-glazed window to front and rear.GardenMainly laid to lawn.Parking - GarageDriveway for approx. 3 cars and additional space.",
prop138159923,"
            1 bedroom flat        ",https://www.rightmove.co.uk/properties/138159923#/?channel=RES_LET,"City North West Tower, 
9 Goodwin Street, N4",GB,Commercial,"
Development Microsite





","£2,450 pcm",£565 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Chestertons Estate Agents, Camden & Primrose Hill Lettings","99-101 Parkway,
Camden,
London,
NW1 7PP",020 3872 2493,https://www.rightmove.co.uk/estate-agents/agent/Chestertons-Estate-Agents/Camden-and-Primrose-Hill-Lettings-63031.html,Added yesterday,"['Let available date: 05/10/2023', 'Deposit: £2,827A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: 12 monthsHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Flat,×1,×1,"['Brand new one bedroom apartment', 'Iconic development next to Finsbury Park station', 'Stylish, interior designs throughout including Versace wallpaper', 'One double bedroom', 'Large open plan reception with high quality kitchen', 'South-West facing balcony']","New build, interior designed one double bedroom apartment of over 680sqft with south-west facing balcony situated on the 6th floor of this sought after brand new development next to Finsbury Park station.The apartment is finished to a high specification with an  interior design including 'Versace' wallpaper and high quality furnishings.  Boasting bright interiors with West facing views the apartment comprises of a good sized open plan reception room, stylish contemporary kitchen with integral Bosch appliances and a breakfast bar plus space for dining, double sized bedroom with fitted wardrobe, high quality and contemporary bathroom suite, ample storage and a private balcony.  Further benefits include floor to ceiling windows, part engineered timber flooring with underfloor heating and carpet in bedroom.  This brand new development benefits from 24 hour concierge, lift in building, bicycle storage, communal gardens and resident-only Wifi lounge.Located just moments from Finsbury Park, offering transport links into the City and Central London via the Piccadilly & Victoria lines, as well as National rail services.  The apartment surrounds an array of amenities and is situated within easy reach of the open spaces at Finsbury Park.Our China Desk is here for you, if Chinese is your preferred language, please get in touch via WeChat (ChestertonsChinaDesk)BrochuresSuper-size images and Full Online Details --- ",680 sq. ft.
prop139640339,"
            1 bedroom flat        ",https://www.rightmove.co.uk/properties/139640339#/?channel=RES_LET,"Queen Mary Avenue, E18",GB,Commercial,"
Development Microsite





","£1,300 pcm",£300 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Homes & Co, South Woodford","131 High Road,
London,
E18 2PA",020 3872 8384,https://www.rightmove.co.uk/estate-agents/agent/Homes-and-Co/South-Woodford-15716.html,Added yesterday,"['Let available date: 23/09/2023', 'Deposit: £1,500A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: 12 monthsHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Flat,×1,×1,"['Open Plan Lounge', 'Video Door Entry', 'Sun Deck Terrace', 'Concierge services', 'Fridge Freezer', 'Full Double Glazing', 'Oven/Hob', 'Gas Central Heating', 'Combi Boiler']","SUPERB 1 BEDROOM FIRST FLOOR UNFURNISHED FLAT IN THE POPULAR GATED DEVELOPMENT ONLY 10 MINUTES WALK TO SOUTH WOODFORD CENTRAL LINE TUBE STATION. THE PROPERTY BENEFITS FROM 24 HOUR CONCIERGE, GAS CENTRAL HEATING, DOUBLE GLAZING, MODERN FITTED KITCHEN WITH INTEGRATED APPLIANCES AND BALCONY TO LOUNGE. VIEW NOW !",
prop139640318,"
            1 bedroom flat        ",https://www.rightmove.co.uk/properties/139640318#/?channel=RES_LET,"Artichoke Hill, London, E1W",GB,Commercial,"
Development Microsite





","£1,700 pcm",£392 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Howsy, London","2 Park House
Station Square
Coventry
CV1 2FL",020 3907 2859,https://www.rightmove.co.uk/estate-agents/agent/Howsy/London-66312.html,Added yesterday,"['Let available date: 18/09/2023', 'Deposit: £1,961A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Ask agent', 'Council Tax: Ask agent']",Flat,×1,×1,"['EPC Rating B', 'One Bedroom Flat', 'One Bathroom', 'Open Plan', 'Secure Entry System', 'Great Location', 'Good Sized Bedroom']","Property Reference: 11685   A one bedroom apartment situated in the highly sought after E1 postcode of East London.  The apartment offers an open plan kitchen and spacious living area, one generously proportioned double bedroom and one family bathroom. The apartment benefits from laminate flooring and a secure entrance intercom. Situated in an enviable location with easy access to public transport links and central London amenities. Shawell Station, Tower Hill Station and Wapping Station are all within easy walking distance. Surrounded by a vast choice of amenities including St Katherine Docks and the brilliant Tobacco Dock event space. For a break away from city life there are plenty of green spaces nearby, including the beautiful King Edward Memorial Park just 10 minutes walk away.  Deposit is £1,961 which is equivalent to 5 weeks rent.  Sorry, No Pets, No Children, No Sharers, No Smokers.  Students Welcome. WHO ARE WE?Howsy is creating a fairer and more equitable marketplace for renters. We'll give you a dashboard to manage your rental, report repairs and chat to us 24/7. We'll work with your landlord to resolve issues fast.  When calling us, please quote reference: 11685 ",
prop139052825,"
            4 bedroom flat        ",https://www.rightmove.co.uk/properties/139052825#/?channel=RES_LET,"St. Pauls Way, London, E14",GB,Commercial,"
Development Microsite





","£3,295 pcm",£760 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Hamletts Ltd, London","236 Roman Road,
London,
E2 0RY",020 3835 3689,https://www.rightmove.co.uk/estate-agents/agent/Hamletts-Ltd/London-106253.html,Reduced yesterday,"['Let available date: Ask agent', 'Deposit: Ask agentA deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished or unfurnished, landlord is flexible', 'Council Tax: Ask agent']",Flat,×4,×1,"['4 Double Bedrooms', 'Separate Lounge', 'Balcony', 'Close to Queen Mary University', 'Great Transport Links', 'Available Now !']","The Property Comprises:

- 4 Double Bedroom Maisonette
- Separate Lounge
- Balcony.
- Short walk to Queen Mary University.
- Great Location with great Transportation Links.
- Available Now.

Call us to book a viewing.",
prop139640273,"
            1 bedroom house share        ",https://www.rightmove.co.uk/properties/139640273#/?channel=RES_LET,Rye Street,GB,Commercial,"
Development Microsite





",£625 pcm,£144 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Charles David Casson, Chelmsford","Imperial House
Victoria Road
Chelmsford
CM1 1NY",01245 945754,https://www.rightmove.co.uk/estate-agents/agent/Charles-David-Casson/Chelmsford-57450.html,Reduced yesterday,"['Let available date: Ask agent', 'Deposit: £625A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",House Share,×1,×2,"['HOUSE SHARE', 'BISHOPS STORTFORD', 'SHARED BATHROOMS', 'COMMUNAL LIVING AREA', 'BILLS INCLUDED', 'AVAILABLE NOW']","A bedroom in a house share in central Bishops Stortford. The rent includes all bills with the exception of a tv licence which the tenant will be responsible for.  Furniture included: Single bed and mattress  RELEVANT LETTING FEES AND TENANT PROTECTIONAs well as paying the rent, you may also be required to make the following permitted payments. Permitted payments Before the tenancy starts payable to Charles David Casson 'the Agent') - Holding Deposit: 1 week's rent - Deposit: 5 weeks' rent - 1 Months rent During the tenancy (payable to the Agent) - Payment of up to £50 or (reasonable costs incurred if higher) if you want to change the tenancy agreement - Payment of interest for the late payment of rent at a rate of 3% above the Bank of England base rate at the time of the arrears - Payment for the reasonably incurred costs for the loss of keys/security devices - Payment of any unpaid rent or other reasonable costs associated with your early termination of the tenancy Where any pets are agreed with the landlord the rental price advertised may be increased by an agreed amount. This amount will be agreed before you enter into a tenancy agreement and will mean the rental price is increased for the duration of the tenancy. VAT is charged currently at 20% unless otherwise stated. If you have any queries regarding our fee structure then please feel free to contact one of our team on  . Charles David Casson Limited is a member of The Property Ombudsman   Charles David Casson Limited holds Client Money Protection with Client Money Protect  ",
prop139640441,"
            1 bedroom apartment        ",https://www.rightmove.co.uk/properties/139640441#/?channel=RES_LET,"Rye Street, Bishops Stortford",GB,Commercial,"
Development Microsite





",£795 pcm,£183 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Charles David Casson, Chelmsford","Imperial House
Victoria Road
Chelmsford
CM1 1NY",01245 945754,https://www.rightmove.co.uk/estate-agents/agent/Charles-David-Casson/Chelmsford-57450.html,Reduced yesterday,"['Let available date: Ask agent', 'Deposit: £795A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",Apartment,×1,×2,"['HOUSE SHARE', 'BISHOPS STORTFORD', 'DOUBLE ROOM', 'LARGE WALK IN STORAGE ROOM', 'SHARED BATHROOMS', 'BILLS INCLUDED', 'DOUBLE BED INCLUDED', 'AVAILABLE NOW']","A double bedroom with large walk in storage cupboard in a house share in central Bishops Stortford. The rent includes all bills with the exception of a tv licence which the tenant will be responsible for.  Furniture included: Double bed and mattress  RELEVANT LETTING FEES AND TENANT PROTECTIONAs well as paying the rent, you may also be required to make the following permitted payments. Permitted payments Before the tenancy starts payable to Charles David Casson 'the Agent') - Holding Deposit: 1 week's rent - Deposit: 5 weeks' rent - 1 Months rent During the tenancy (payable to the Agent) - Payment of up to £50 or (reasonable costs incurred if higher) if you want to change the tenancy agreement - Payment of interest for the late payment of rent at a rate of 3% above the Bank of England base rate at the time of the arrears - Payment for the reasonably incurred costs for the loss of keys/security devices - Payment of any unpaid rent or other reasonable costs associated with your early termination of the tenancy Where any pets are agreed with the landlord the rental price advertised may be increased by an agreed amount. This amount will be agreed before you enter into a tenancy agreement and will mean the rental price is increased for the duration of the tenancy. VAT is charged currently at 20% unless otherwise stated. If you have any queries regarding our fee structure then please feel free to contact one of our team on  . Charles David Casson Limited is a member of The Property Ombudsman   Charles David Casson Limited holds Client Money Protection with Client Money Protect  ",
prop139640267,"
            2 bedroom flat        ",https://www.rightmove.co.uk/properties/139640267#/?channel=RES_LET,"TRS Apartments, The Green, Southall",GB,Commercial,"
Development Microsite





","£2,000 pcm",£462 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Simple Estate Agents, Hayes","56 Coldharbour Lane,
Hayes,
UB3 3ES",020 3910 6279,https://www.rightmove.co.uk/estate-agents/agent/Simple-Estate-Agents/Hayes-238226.html,Added yesterday,"['Let available date: 07/10/2024', 'Deposit: £2,307A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: 12 monthsHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Flat,×2,×2,,"TWO BED TWO BATH APARTMENT!! Simple Estate Agents are delighted to present this modern two bed two bath apartment on the 7th floor located close to Southall Station. The property benefits from telephone entry system, 24 hour concierge desk, good size open plan lounge/kitchen with integrated appliances, modern bathroom, two good size bedrooms (one with en-suite).Location: The apartment is located in a modern development a stones throw away from Southall Station with direct links to the Elizabeth Line, bus stops, local shops and superstores, with Pure gym on the ground floor and other local amenities in close proximity. The apartment is let furnished",
prop139640225,"
            2 bedroom house        ",https://www.rightmove.co.uk/properties/139640225#/?channel=RES_LET,"Stukeley Road, Basingstoke, Hampshire, RG21",GB,Commercial,"
Development Microsite





","£1,200 pcm",£277 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Your Move, Covering Basingstoke",,01256 631162,https://www.rightmove.co.uk/estate-agents/agent/Your-Move/Covering-Basingstoke-256115.html,Added yesterday,"['Let available date: 07/10/2023', 'Deposit: £1,384A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Long term', 'Furnish type: Unfurnished', 'Council Tax: Ask agent']",House,×2,×1,"['Gas Central Heating', 'Close to town centre', 'Garden', 'White Goods', 'Electric Shower', 'Town Centre']","
*** ZERO DEPOSIT OPTION AVAILABLE ***This two bedroom, end of terrace, house is located in the Kings Furlong area, just 5 minutes walking distance to Basingstoke Town Centre. The home comprises of an entrance porch, open plan living room/diner/kitchen area which is equipped with white goods, patio doors to enclosed garden, large family bathroom with shower, a double bedroom and single bedroom. Other benefits include gas central heating and on road parking. Please get in touch now to avoid missing out on this property.
IMPORTANT NOTE TO POTENTIAL PURCHASERS & TENANTS: We endeavour to make our particulars accurate and reliable, however, they do not constitute or form part of an offer or any contract and none is to be relied upon as statements of representation or fact. The services, systems and appliances listed in this specification have not been tested by us and no guarantee as to their operating ability or efficiency is given. All photographs and measurements have been taken as a guide only and are not precise. Floor plans where included are not to scale and accuracy is not guaranteed. If you require clarification or further information on any points, please contact us, especially if you are traveling some distance to view. POTENTIAL PURCHASERS: Fixtures and fittings other than those mentioned are to be agreed with the seller. POTENTIAL TENANTS: All properties are available for a minimum length of time, with the exception of short term accommodation. Please contact the branch for details. A security deposit of at least one month’s rent is required. Rent is to be paid one month in advance. It is the tenant’s responsibility to insure any personal possessions. Payment of all utilities including water rates or metered supply and Council Tax is the responsibility of the tenant in every case. BAS080282/2BrochuresWeb Details",
prop139640147,"
            5 bedroom detached house        ",https://www.rightmove.co.uk/properties/139640147#/?channel=RES_LET,"Lemsford Road, St. Albans, Hertfordshire",GB,Commercial,"
Development Microsite





","£4,000 pcm",£923 pwThe amount per month or week you need to pay the landlord.Read more about property rent in our glossary page.,"Strutt & Parker - Lettings, Gerrards Cross Lettings","83 Packhorse Road,
Gerrards Cross,
SL9 8PQ",01753 980281,https://www.rightmove.co.uk/estate-agents/agent/Strutt-and-Parker---Lettings/Gerrards-Cross-Lettings-146423.html,Added yesterday,"['Let available date: 04/10/2023', 'Deposit: £0A deposit provides security for a landlord against damage, or unpaid rent by a tenant.Read more about deposit in our glossary page.', 'Min. Tenancy: Ask agentHow long the landlord offers to let the property for.Read more about tenancy length in our glossary page.', 'Let type: Short term', 'Furnish type: Furnished', 'Council Tax: Ask agent']",Detached,×5,×4,,"An attractive Victorian detached five bedroom family home.The accommodatiion briefly comprises:Reception hallway, cloakroom,  study/ sitting room, living room, open plan modern kitchen/dining/ living room with a wood burning stove.First FLoor landing leads to a utility room, bedroom 2 with an en suite shower room, bedrooms 3 and 4, family bathroom, second floor leads to Bedroom 1 with an en-suitee shower room, Bedroom 5, family bathroom (please note reduced headroom.)The rear garden is mostly laid to lawn with a terrace for entertaining, a raised decked area to the far rear with a summer house/storage.Off road parking to the front for 2 cars.Lemsford Road  is in a central and convenient location. Fast rail links into central London are available from the mainline station just over half a mile away, and the extensive amenities of St Albans city centre are within walking distance.",
