property_id,title,url,address,tag,property_status,country,price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,property_size,tenure,key_features,description
prop136903718,"
            7 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/136903718#/?channel=RES_BUY,"Old Uxbridge Road, Rickmansworth, Hertfordshire, WD3",Commercial,"
Development Microsite





",GB,"£2,950,000","Bovingdons, Beaconsfield","7/8 The Arcade,
Maxwell Road,
Beaconsfield,
HP9 1QT",01494 341026,https://www.rightmove.co.uk//estate-agents/agent/Bovingdons/Beaconsfield-188105.html,Added on 25/08/2023,Detached,×7,×3,,Freehold,,"A delightful grade II listed period home dating back to Tudor times, full of character and charm, situated on a fantastic plot in the region of 6 acres, accessed via a long secluded driveway.
Pynchfield Manor is delightful grade II listed period home, full of character and charm situated in a plot in the region of 6 acres. The property presents well but offers great scope for improvement and modernisation whilst enjoying the fantastic location.The main house enjoys over 8000 square feet of accommodation. There are numerous highlights on the ground floor, including the large, beamed entrance hall with wood burner, double aspect sitting room with doors onto the lawn, a large snug with inglenook and wood burner, the dining room, kitchen, and breakfast room with doors opening onto a sheltered south facing patio.  The rear aspect study and separate utility room complete the ground floor.The first floor is accessed via wide stairs from the entrance hall which provides access to all seven bedrooms. There is an excellent principal bedroom with an ensuite bathroom, and four further bedrooms served by a large family bathroom. There is a large landing with a high beamed ceiling which could be used as a study area, with a door leading to two further bedrooms and a bathroom. In the past this has been used as a nanny-annex with kitchen and bed/sitting room. Gardens and Grounds Outside the plot enjoys 6 acres and is mainly laid to lawn with delightfully matured trees, flower borders and shrubs, with some orchard and wooded areas. There is a swimming pool with pool hut and electric air-source heater, a large greenhouse and vegetable area with raised beds.Additional InformationCouncil Tax Band: H   Local Authority: HertfordshireEPC Rating: F    LOCATION Rickmansworth is a busy commuter town with mainline station into London serviced by the Metropolitan and Chiltern Lines. There is an excellent selection of restaurants, public houses, and supermarkets. Sport and recreation facilities are well-catered for, including the Aquadrome. The M25 can be accessed at J17 and J18, and Heathrow is only 14 miles away. There are a number of excellent schools, both private and state, within the area.BrochuresParticulars"
prop139638485,"
            4 bedroom flat for sale        ",https://www.rightmove.co.uk/properties/139638485#/?channel=RES_BUY,"Campden House Court, 42 Gloucester Walk, London",Commercial,"
Development Microsite





",GB,"£2,950,000","Strutt & Parker, Kensington","103
Kensington Church Street
London
W8 7LN ",020 3872 3691,https://www.rightmove.co.uk//estate-agents/agent/Strutt-and-Parker/Kensington-54859.html,Added yesterday,Flat,×4,×2,,Leasehold,"['Reception room', 'Dining room', 'Kitchen', 'Principal bedroom en suite bathroom', 'Three further bedrooms', 'Further bathroom', 'Utility room', 'Guest cloakroom', 'Balcony', 'Communal Gardens']","The apartment benefits from lovely views, good entertaining space via a reception room with a balcony linked via double doors to a separate dining room as well as access to the well maintained communal gardens.Gloucester Walk is a sought after residential address in the heart of Kensington, equidistant to both Kensington High Street and Notting Hill Gate.BrochuresParticulars"
prop139309760,"
            5 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/139309760#/?channel=RES_BUY,"Outwood Common, Outwood, Redhill, Surrey, RH1",Commercial,"
Development Microsite





",GB,"£2,950,000","Savills, Reigate","45 Church Street,
Reigate,
RH2 0AD",01737 302086,https://www.rightmove.co.uk//estate-agents/agent/Savills/Reigate-57154.html,Reduced on 31/08/2023,Detached,×5,×4,"4,860-9,948 sq. ft.",Freehold,"['Edge of village with access to National Trust land', 'Five bedroom unlisted country house', 'Indoor pool and tennis court', 'Garaging/ stabling/ storage', 'Separate studio flat', 'Train services to Central London (from 31 mins) from Redhill', 'Approx 7.5 acres in total', 'EPC Rating = E']","Charming country house in a village location set adjacent to National Trust Land. Redhill Station (5.4 miles away) has services to Central London Stations from 31 minutes.
DescriptionOutwood House extends to approximately 4,860 sq ft in total. Inside, the reception hall with its open fire affords a welcoming atmosphere. The principal reception rooms lead off the hall on either side. The drawing room has a log burner and a curved bay window with lovely views over the gardens. The dining room has French windows leading to a walled garden. The kitchen/breakfast room has a four oven oil-fired Aga, a walk-in larder, walk-in cold room, kitchen units by Mark Wilkinson and doors leading through to the spacious utility room, which is complete with a dog shower. French windows from the kitchen/breakfast room open to the patio, which is ideal for outdoor dining. There are also doors from the kitchen leading directly to the rear garden. Also on the ground floor is a study and a downstairs WC.   There are two separate staircases leading to the first floor, one from the reception hall and the other, a spiral staircase, from the inner hall beside the study. Upstairs there are five bedrooms, three of which are en suite, set over two floors. Three of the bedrooms have fitted wardrobes.   The generous principal suite occupies the whole of the East side of the house and has a dressing room designed by Mark Wilkinson and an en suite bathroom with underfloor heating, a bath, separate shower and two basins. The second floor of the house lends itself extremely well to use as a children's or guest floor as it has two double bedrooms, a shower room with WC that can be configured as ensuite, and a substantial reception space in the middle.  There is a three phase electrical supply to the house.  The heating runs off an air source heat pump and there is an oil fired boiler as back-up.  The Living Control audio system is wired to the kitchen, dining room, hall, principal suite and top floor landing. The majority of the windows are double glazed.   Outside, the mature gardens are a particularly attractive feature of the property. There are areas mainly laid to lawn as well as planted beds, mature native and specimen trees including oaks, willow and numerous acers and a rose garden.  The lake has an island and draws in an abundance of wildlife throughout the seasons.  There is an orchard with apple, quince, pear and crab apple trees.   The leisure facilities at Outwood House include a 12m indoor pool, heated in part by thermal solar panels, which is attached to a complex that could be used as a home gym and potentially a one bedroom annexe, subject to refurbishment and any necessary planning consents. The tennis court is adjacent to the pool building, with a patio area therebetween suitable for entertaining. The garage/stabling complex features five brick built garages/stables and three wooden stables. This building is currently used as extensive storage but could be suitable for either equestrian or garaging needs.There is also a separate double garage and single garage with a studio flat above, comprising studio room, kitchenette and bathroom. This flat is entered from behind the garage, via a separate door, and has its own council tax.  Please note this house has private drainage.LocationOutwood House at its core is thought to date to around 1700 with later extensions of varying periods. The house is not listed and sits within the Outwood Conservation area.  Accessed via a private driveway from Outwood Lane, the property occupies a discreet position, surrounded by beautiful gardens and grounds of approximately 7.5 acres. There is a second driveway, affording direct access to Outwood Common and farmland beyond, much of which falls within the Harewood Estate, which is owned by the National Trust. This affords splendid opportunity for walking and riding across the countryside. From the property there are far reaching rural views.  The village of Outwood is 5.4 miles from Redhill, which has a train service to London Victoria, London Bridge and London Blackfriars (journey times from 31 minutes). Three Bridges station is approx 7 miles from the property and has direct train services to Brighton from (28 minutes). Both Redhill and Reigate have a wealth of local amenities, shops, restaurants and schooling options. Outwood itself has three pubs; The Bell, The Castle and The Dog & Duck.  There is a popular butcher's shop, called Outwood Butchers, and a farm shop, called Brightleigh Farm.  There is also a thriving local cricket club.  Outwood is approximately 6.8 miles from Gatwick Airport, 31 miles from Brighton and 26 miles from Central London.  The area boasts a number of good schools, state and independent, for all ages. These include; The Hawthorns, Caterham School, Dunottar, Reigate Grammar, Micklefield, Oakwood, Copthorne Prep, Oakhyrst Grange, Worth and Brambletye.All distances are approximate.Square Footage: 4,860 sq ft

Acreage: 7.5 AcresBrochuresWeb Details"
prop139241939,"
            1 bedroom retirement property for sale        ",https://www.rightmove.co.uk/properties/139241939#/?channel=RES_BUY,"2 Dovehouse Street,
London,
SW3 6BF",Commercial,"
Development Microsite





",GB,"£2,950,000",Auriens,"2 Dovehouse Street,
London,
SW3 6BF",020 3828 7689,https://www.rightmove.co.uk//developer/branch/Auriens/Auriens-Chelsea-263771.html,Reduced on 30/08/2023,Retirement Property,×1,×1,999 sq. ft.,Leasehold,"['Prime central London location', 'World-class services and amenities', ""Team drawn from the world's leading hotels and resorts"", 'A sense of community']","Auriens Chelsea is the gold standard in later living just steps away from the King's Road, which is still one of the most exciting places to shop, drink and dine in London. 

The apartments are complemented by private spaces for residents to enjoy their time, catch up with family and friends and explore new horizons - whether in the restaurant and bar, private dining room, wine room, relaxing in the library, cinema and speakeasy bar; being pampered in the hair & beauty salon or the barber; keeping fit and healthy in the 15m swimming pool, MediSpa, gym and fitness studio - or simply relaxing in the vitality pool, and the heat experience shower and sauna. In the summertime, the courtyard garden is the al fresco social hub of Auriens.

Additionally, the team at Auriens Chelsea is made up of warm and caring people, working together as one family that shares the same passion for delivering outstanding service in the comfort of your own home. Drawing on their experience from renowned establishments including Claridge's, The Lanesborough and Four Seasons, you can relax in the knowledge that you will enjoy outstanding service on a par with the world's leading hotels.

Interiors feature the finest materials such as Italian book-matched marble and smoked oak floors, while the British-made kitchens are by the award-winning Roundhouse Design and fitted with Miele appliances. Large windows in each residence fill the rooms with natural daylight and are all triple-glazed, eliminating any external noise. Each residence enjoys its own independent air supply, while solid concrete walls and floors insulate apartments from any noise disturbance. Bedrooms and dressing rooms feature bespoke, handcrafted wardrobes in high-quality hardwood.

The on-site Auriens team is supported by our specialist care providers, Draycott Nursing & Care together with our fitness and wellness partner, Kyros.

Photographs of show apartments are for guidance purposes only.

Prices from £2,950,000. Monthly Management and Deferred Management Fees apply in addition to the purchase price."
prop135975236,"
            5 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/135975236#/?channel=RES_BUY,"Woodland Way, Kingswood",Commercial,"
Development Microsite





",GB,"£2,950,000","Richard Saunders and Company, Kingswood","1 Waterhouse Lane,
Kingswood,
Surrey KT20 6EB
",01737 301613,https://www.rightmove.co.uk//estate-agents/agent/Richard-Saunders-and-Company/Kingswood-106769.html,Reduced on 30/08/2023,Detached,×5,×3,,Freehold,"['Designer fully-integrated kitchen with quartz-granite surfaces', 'Luxurious bathrooms with separate showers', 'Concrete floors with underfloor heating at both levels', 'Wealth of high-quality, bespoke fitted furniture', 'Impressive central hall and galleried landing', 'Feature stone fireplace', 'Six pairs of French doors leading out to the wrap-around gardens', 'Detached double garage with automated doors and wine room', 'Beautiful landscaped gardens with South-facing terrace', 'Impeccably presented throughout']","This outstanding Octagon house has a secure and private setting in one of Surrey’s most prestigious locations. A superbly presented family home of over 5,000 sq ft over two floors and featuring a chic and contemporary interior, perfect for those who love to entertain.Distinctly styled with a Victorian Gothic exterior to reflect the neighbouring mansion, this beautiful home was built in 2013 to an exceptional high specification for which Octagon is renowned.  Presented in impeccable condition, the house has been enhanced just recently including the addition of bespoke fitted furniture. The swish and contemporary interior is arranged around a bright and spacious central hall where an elegant staircase in walnut and glass takes you to the galleried landing.  There are four generous living rooms including an open-plan drawing – dining room with three pairs of French doors leading out to the South-facing terrace, ideal for entertaining. The designer kitchen includes integrated appliances and also has French doors to the gardens. The impressive principal suite includes a fitted dressing room and a South-facing balcony and each of the three luxurious bathrooms include a large shower as well as a bathtub.  There are fitted wardrobes to each bedroom, one of which is currently fitted as a Study, located away from the bustle of family life. There’s ample parking on the gated driveway in addition to the double garage which also includes a wine room.  The mature, wrap-around gardens include a South aspect and are planted for all-season display and privacy.Surely one of the most prestigious locations in Surrey, Kingswood Warren Park was developed by Octagon in 2013 in the grounds of the historic Kingswood Warren Mansion.  Approached through automatic gates, the park now consists of fourteen substantial modern houses, each enjoying private gated grounds and sharing the seven acres of communal grounds with the original mansion, now restored and converted to eight high-value apartments. Kingswood Village is around a mile away and offers commuter rail services to London, local shopping, the Waterhouse café and the Kingswood Arms gastro-pub. For more diverse shopping and supermarkets, Reigate, Epsom and Banstead Village are all within a few minutes' drive.  Nearby, the A217 provides an arterial route to London and, within a few minutes, the M25 motorway at Reigate Hill (J8) giving swift access to Heathrow and Gatwick Airports in some 45 and 25 minutes respectively. Some of Surrey's finest schools are available locally including City of London Freeman’s, Whitgift, Epsom College, Dunnotar, Reigate Grammar, Banstead Prep and Aberdour and several other schools have their own buses frequenting the area. Almost every conceivable sport, leisure and cultural pursuit is catered for nearby including Kingswood's two golf clubs and tennis club as well as abundant open countryside for riding, cycling and walks.Reception Hall   Guest Cloakroom   Drawing - Dining Room   Sitting Room   Family Room    Kitchen - Breakfast - Dining Room   Utility Room      Family Cloakroom      5 Bedrooms, Dressing Room and 3 Bathrooms including Principal and Second Suites   Double Garage      Wine Room   Broad Frontage with Gated Driveway   Landscaped Private Gardens     In all, some 0.64 AcreTenure:  FreeholdLocal Authority:  Reigate and Banstead Borough CouncilCouncil Tax Band:  HAll mains servicesTo the best of our knowledge on production of this brochureBrochuresBrochure 1See more on this property"
prop139347575,"
            3 bedroom apartment for sale        ",https://www.rightmove.co.uk/properties/139347575#/?channel=RES_BUY,"Viceroy Court, Prince Albert Road, London, NW8",Commercial,"
Development Microsite





",GB,"£2,950,000","Hanover, St John's Wood","102 St. Johns Wood Terrace,
London,
NW8 6PL",020 3834 8772,https://www.rightmove.co.uk//estate-agents/agent/Hanover/St-Johns-Wood-74440.html,Added on 01/09/2023,Apartment,×3,×3,,Share of Freehold,"['Penthouse', '3 bedrooms, 3 bathrooms', '1,481 sq ft / 137 sq m', '6th (top) floor', 'Balcony', 'Wooden flooring throughout', 'Communal roof terrace', 'Panoramic views', '24-hour uniformed porterage', 'Passenger lift']","A stunning three bedroom, three bathroom penthouse (1,481 sq ft / 137 sq m) with a front aspect situated on the sixth (top) floor of this prestigious portered block opposite Regent's Park. The apartment is offered in good decorative condition throughout and features an impressive double reception room, separate kitchen and all bedrooms benefit from ensuite bath/shower rooms. The property also benefits from a balcony with amazing views of Regent’s Park and the London Skyline as well as beautiful wooden flooring throughout. Viceroy Court boasts a large communal roof terrace with incredible panoramic views across Regent's Park, an off-road forecourt with a manicured garden, 24-hour uniformed porterage, passenger lift, modern recently refurbished communal areas. Long leasehold 926 years remaining approx. Westminster Council Tax Band G. Service charge: £18,000 approx. per annum inclusive of porterage, heating, water, gardening on entrance and roof, insurance of building etc. Ground rent: £35 approx. per annum.BrochuresParticulars"
prop139358690,"
            6 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/139358690#/?channel=RES_BUY,"Esher Place Avenue, Esher, Surrey, KT10",Commercial,"
Development Microsite





",GB,"£2,950,000","Savills, Esher","55 High Street,
Esher,
KT10 9SH",01372 235641,https://www.rightmove.co.uk//estate-agents/agent/Savills/Esher-48572.html,Added on 01/09/2023,Detached,×6,×4,,Freehold,"['Modern family home built in 2013', 'Over 5,000 square feet', 'Versatile reception rooms', 'Fantastic open plan kitchen/dining space', 'Cinema', 'Private central Esher estate', 'Double garage and off road parking', 'Landscaped garden with views', 'EPC Rating = C']","Substantial modern home in sought-after private estate.
DescriptionThis impressive family home boasts bright, contemporary and spacious living accommodation set over four floors. The generous entrance hall with its central feature staircase gives access to all ground floor living accommodation. Immediately to your right is the guest WC and large coat cupboard which leads to the study with front aspect. To the left is a secondary reception/family room. At the rear of the property is the stunning kitchen/dining/family room; an orangery roof in the dining area floods this space with light and bifold doors give direct access and views out onto the garden. The beautiful contemporary kitchen is a sleek minimalist design comprising black gloss units, contrasting wall units and white Corian worktops. The worktop wraps around one end of the island unit creating a clever and stylish breakfast bar. On the back wall, floor to ceiling units house integrated Miele appliances and a wine fridge. The duel aspect reception room is accessed via double doors from the kitchen/dining room. This generously proportioned room also benefits from bifold doors opening onto the garden and a feature fireplace with wood burning stove.  Underfloor heating is featured on the ground and first floors.Stairs from the kitchen/dining room lead to the lower ground floor where a cinema, utility room (with laundry chute from first floor) and guest WC can be found.  The double garage and bin store can also be accessed from here. On the first floor the impressive principal bedroom enjoys two sets of double doors with Juliette balconies overlooking the garden and views beyond. There is a wall of fitted wardrobes and an en suite bathroom with double sinks, free standing bath and walk in shower. Bedroom two also benefits from an en suite shower room whilst bedrooms three and four share use of the family bathroom and also have fitted wardrobes. On the top floor there are two further bedrooms, one with en suite shower room and a useful storage cupboard, as well as eaves storage. Externally the rear garden consists of a paved patio which wraps around the back of the house, with steps leading up to a lawn bordered by an array of plants and shrubs. At the back of the lawn is a deck area, ideal for dining and entertaining, maximising the wonderful location and far reaching views.  To the front the property has an attractive lawn area and a driveway providing parking for several cars as well as the double garage.LocationEsher Place Avenue is located within the highly sought-after Esher Place Estate. This property is just 0.4 miles from Esher High Street which offers an array of boutiques, shops, restaurants and bars.  The Elmbridge area is popular with families as it offers an excellent range of both state and independent schools including Claremont Fan Court, Danes Hill, Notre Dame and The American Community School as well as Esher Church School and Esher College.  Esher is an excellent commuter location with the mainline station at Esher, 1.3 miles, providing a direct and regular service to London Waterloo in 23 minutes. Both the M25, A3 and Heathrow and Gatwick airports are located nearby.Comprehensive leisure and recreational opportunities are available in the local and wider surrounding area including parks, golf courses, tennis clubs, racing at Sandown, the Rose Theatre in Kingston, cinemas and a wide choice of restaurants, bars and country pubs.  The beautiful National Trust Landscaped Gardens at Claremont are within 1.5 miles and Esher Commons which provide woodland walks. West End Recreational grounds are under a mile away and provide open fields, river walks, tennis courts and a children’s play area. The world-famous Hampton Court Palace is around 3.5 miles away as is Bushy Park and the River Thames offers opportunities for boat hire, boat rides and riverside walks.Please note all times and distances are approximate.Square Footage: 5,121 sq ft
BrochuresWeb Details"
prop135549917,"
            2 bedroom duplex for sale        ",https://www.rightmove.co.uk/properties/135549917#/?channel=RES_BUY,"Catherine Wheel Yard, St. James's, London, SW1A",Commercial,"
Development Microsite





",GB,"£2,950,000","Savills, Mayfair","36 North Audley Street,
London,
W1K 6ZJ",020 3907 3011,https://www.rightmove.co.uk//estate-agents/agent/Savills/Mayfair-49602.html,Reduced on 05/09/2023,Duplex,×2,×2,,Leasehold,"['Duplex', 'Reception room', 'Dining room', 'Fully fitted kitchen in solid tulip wood with Silestone work surfaces', 'Spacious principal bedroom suite and built in wardrobes', 'Second bedroom suite', 'Central heating throughout', 'Underfloor heating to kitchen and bathrooms', 'Fully boarded storage loft running the full width of the property', 'EPC Rating = D']","Quietly located in the heart of St. James's, a well presented 2 bedroom maisonette with its own private street entrance.
DescriptionQuietly located in the heart of St. James's, a well presented 2 bedroom maisonette with its own private street entrance. The property is located on the West Side of Little St. James's Street, a short distance to the open spaces of Green Park and St. James's Park. Situated over 2 floors, this property features a bright and well presented reception room with 2 large North West facing windows which offer an abundance of natural light, plus a separate dining room. The property further comprises a sleek fully fitted kitchen in solid tulip wood with Silestone work surfaces and integrated appliances. There are 2 bedrooms both with ample wardrobe space and both with en-suite bathroom. The property also features solid oak doors to all rooms and benefits from underfloor heating in the kitchen and bathrooms and central heating throughout. There is fantastic loft storage space spanning 511 sq ft.LocationFor centuries, St James's has formed the sophisticated centre of city living in London. With its iconic landmarks and beautiful architecture, the area is renowned for its excellent selection of galleries, restaurants and shops. Situated at the centre of London's oldest district, the property is well located to take advantage of nearby Green Park tube station (0.3 miles). All distances are approximate.Square Footage: 1,712 sq ft
Leasehold with approximately 112 years remaining.BrochuresWeb Details"
prop136803959,"
            3 bedroom equestrian facility for sale        ",https://www.rightmove.co.uk/properties/136803959#/?channel=RES_BUY,"The Street, Stoke By Clare",Commercial,"
Development Microsite





",GB,"£1,495,000","Samuel's Independent Estate Agents, Haverhill","1 Queen Street, 
Haverhill, 
Suffolk 
CB9 9DZ",01440 847840,https://www.rightmove.co.uk//estate-agents/agent/Samuels-Independent-Estate-Agents/Haverhill-6004.html,Reduced on 29/08/2023,Equestrian Facility,×3,,,Freehold,"['Equestrian Centre', 'Main Yard - 9 box yard with wash box, isolation/foaling box, 2 x tack rooms, storage/feed room and equipped laundry room', 'Second Yard - 7 box yard with tack room and storage container ', 'Indoor Arena Measuring 65m x 21m - The surface is sand and clopf fibres with overhead watering system, overhead lighting and viewing gallery/client room', 'Outdoor Arena Measuring 60m x 35m - The surface is sand and rubber, enclosed by three rail post and rail fencing and two access gates ', 'One large paddock currently split into four with electric fencing and three automatic water troughs. A further three separate paddocks adjacent to the outdoor arena all supplied with mains water ', 'Three Bedroom Detached House']","A rare opportunity to purchase this 8 acre (sts) superbly situated equestrian centre within the popular Suffolk village of Stoke By Clare nestled behind the village green.  

Equestrian Facilities:
Main Yard: 1 x 9 box yard with wash box, isolation/foaling box, 2 x tack rooms, storage/feed room, equipped laundry room for rugs complete with large commercial washing machine and drier and standard washing machine and drier 

Second Yard: 1 x 7 box stable yard with tack room and storage container. Existing concrete hardstanding for a further three stables and storage area (these were removed for a temporary static home and can therefore be re erected) 

Indoor Arena: Measuring 65m x 21m 
The surface is sand and clopf fibres with overhead watering system, overhead lighting and viewing gallery/client room

Outdoor Arena: Measuring 60m x 35m
The surface is sand and rubber, enclosed by three rail post and rail fencing and two access gates 

Paddocks 
One large paddock currently split into four with electric fencing and three automatic water troughs. A further three separate paddocks adjacent to the outdoor arena all supplied with mains water  



Detached House

Oak framed detached residence with accommodation to include three bedrooms, lounge, kitchen/dining room, study, ground floor cloakroom, vaulted ceiling to master bedroom, Jack and Jill bathroom and oil fired central heating.


Accommodation comprises: 
Stable door opening to:

Hallway: 
Five built in storage cupboards, open plan to:

Kitchen/Dining Room: 29'8 x 14'1 (9.04m x 4.29m): 
Oak stairs to first floor, vaulted ceiling to kitchen area, French doors opening to private rear garden, stable door opening to rear yard, double glazed windows to both side and rear elevations, ample base level units with worktops over, stainless steel sink with mixer tap over, built in electric oven and hob with extractor hood over, island with worktops over and cupboards beneath, integral dishwasher, plumbing for washing machine, door to:

Bedroom Three Currently Used as Study: 13'4 x 10'3 (4.06m x 3.12m): 
Double glazed windows to front and rear elevations, exposed timbers and brick work, door to en-suite 

En-Suite: 
Double glazed window to front elevation, suite comprising low level WC, pedestal wash hand basin, enclosed shower, ladder style radiator, Karndean flooring

Lounge: 19'11 x 12'9 (6.07m x 3.89m): 
Window to front elevation, French doors opening to rear garden, exposed timbers and brickwork, brick built fireplace housing log burner.


First Floor:

Landing: 
Velux style window to rear elevation, exposed timbers, radiator, doors to:

Bedroom One: 18'2 x 12'3 (5.54m x 3.73m):
Windows to both front & rear elevations, exposed timbers and brickwork to vaulted ceiling, ladder style radiator, door to:

Jack and Jill Bedroom: 
Window to front elevation, rolled top bath with mixer taps over, low level WC, vanity wash hand basin, base for shower radiator.

Bedroom Two: 18'6 x 12'11 (5.64m x 3.94m): 
Windows to both rear and side elevations, exposed timbers, radiator.

Rear garden: 
Mainly laid to lawn with paved patio area, gated side pedestrian access to stabling and yard. 

Agents Note: We have been advised by the seller that the house has an 'occupancy condition' whereby one person has to derive an income from the business. Full business permission to run shows, use as a stud, livery, dealing yard and riding school. 

We have been advised by the seller that there are solar panels on the roof. 


ADDITIONAL INFORMATION


WE HAVE FOR YOUR CONVENIENCE A MORTGAGE ADVISOR TO OFFER FREE AND INDEPENDENT MORTGAGE ADVICE 


AGENTS NOTE

None of the services, appliances or heating installations have been tested by the selling agent. Fixtures and fittings are excluded unless specifically mentioned. Items in photographs are not necessarily included. Floorplans are produced for illustration purposes only and are in no way a scale representation of the accommodation. All dimensions are approximate 

As the sellers agents we are not obliged to carry out a full survey and are not conveyancing experts, as such we cannot & do not comment on the condition of the property or issues relating to title or other legal issues that may affect this property, unless we have been made aware of such matters. Interested parties should employ their own professionals to make such enquiries before making any transactional decisions. 

These sales particulars do not constitute a contract or part of a contract"
prop139576421,"
            6 bedroom detached house for sale        ",https://www.rightmove.co.uk/properties/139576421#/?channel=RES_BUY,"Barnet Lane, Elstree, Hertfordshire, WD6",Commercial,"
Development Microsite





",GB,"£2,950,000","Statons, Totteridge","28-30 Totteridge Lane,
London,
N20 9QJ",020 3869 4080,https://www.rightmove.co.uk//estate-agents/agent/Statons/Totteridge-22317.html,Added on 06/09/2023,Detached,×6,×5,,Freehold,"['Sole Agents', 'Reception Hall Entrance', '5 Reception Rooms', 'Kitchen/Breakfast Room', 'Cinema Room', 'Gymnasium', '6 Bedrooms', '5 Bathrooms (4 en suite)', 'Double Garage', 'Landscaped Gardens']","Approached via a gated entrance which opens onto a sweeping carriage driveway with off-street parking for numerous cars is this stunning Edwardian detached residence which has been sympathetically extended and improved to create a perfect blend of both contemporary and character, being set in extensive lush, landscaped gardens and grounds.Prominent features of this delightful home include the stunning contemporary lounge with is feature fireplace and part vaulted lounge with full width glass sliding doors which lead onto the stunning raised terrace, together with the ‘hotel’ style principal bedroom with dressing area, luxury en suite bathroom and balcony, which overlook the grounds and views beyond.As you enter you are greeted by a reception hall entrance from which all rooms lead included the aforementioned lounge, dining room, study, sitting room, and extensive kitchen/breakfast room and utility.On the first floor there is the principal bedroom with dressing area, en suite bathroom and balcony, bedrooms 2, 3 & 4 all with e suites, and laundry room. The second floor comprises of bedrooms 5 & 6, both of which have extensive far reaching vies and shower room.The garden level provides the cinema room, which has direct garden access, gymnasium and wine store.Barnet Lane is one of Elstree’s most sought-after locations, with easy access to central London and also within easy reach are some of the finest schools in Hertfordshire, including Haberdashers’ Aske’s for both boys and girls. The new and enhanced Elstree Studios is within easy reach as are Elstree Aerodrome and the fabulous Aldenham Country Park, as well as swift links to M25 and M1 motorways.Council Tax Band GLocal Authority : HertsmereFREEHOLDBrochuresParticulars"
