property_id,title,url,address,address_2,property_status,primary price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,key_features,description,property_size,epc_rating,key_info
result-13683689,Studio to rent,https://www.onthemarket.com/details/13683689/,"Bathurst Street, W2","Bathurst Street, W2",Studio to rent,"£1,950 pcm (£450 pw)",Greater London Properties - Bloomsbury,"
                         65 Judd Street
Bloomsbury, London
WC1H 9RF
                        
                      ", 020 8115 0904,https://www.greaterlondonproperties.co.uk/,Virtual tour,Studio,0 bed,1 bath,"['Large Studio', 'Furnished', 'Interior Designed', 'Modern Kitchen', 'Bathurst Street', 'Hyde Park', 'Wooden Flooring', 'Good Storage']","Property Overview: The studio apartment offers a spacious reception/bedroom and benefits from a separate fully fitted kitchen and a separate bathroom.Offered furnished or unfurnished. Location: Bathurst Street is only a short distance from a variety of highly desirable amenities, with the shops of Spring Street and Praed Street close by and the more comprehensive facilities of Connaught Village, Edgware Road and Oxford Street also within good distance.Transport: There are excellent transport links from nearby Paddington Station and Lancaster Gate tube station.",366 sq ft / 34 sq m,EPC rating: C*,"['Council tax, if payable:\xa0', 'Band D', 'Broadband:\xa0', 'Super-fast 75Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683683,2 bedroom maisonette to rent,https://www.onthemarket.com/details/13683683/,"Turnpike Lane, Sutton","Turnpike Lane, Sutton",2 bedroom maisonette to rent,"£1,450 pcm (£335 pw)",Patricia Shepherd - Sutton,"
                         280 High Street
Sutton
SM1 1PG
                        
                      ", 020 8033 3510,http://patriciashepherd.co.uk/,Added today,Maisonette,2 bed,0 bath,"['2 BEDROOM MAISONETTE', 'PARKING', 'UNFURNISHED', '10 MIN WALK TO SUTTON STATION', 'QUIET CUL-DE-SAC', 'DOUBLE GLAZED', 'THREE PIECE BATHROOM', 'COUNCIL TAX BAND - C', 'AVAILABLE NOW!']","Patricia Shepherd are pleased to intruct this clean and spacious 2 bedroom maisonette. 10 minute walk to Sutton high street and train station.This property compromises:Lounge area with big windows allowing lots of natural light.Kitchen with look through window into lounge, washing machine, electric oven and small fridge freezer.First bedroom with large storage cupboard.Second bedroom with open wardrobe space and lookover into lounge.Spacious bathroom with bath, basin, toilet and shower. Shelf space.Parking space infront of property.Electric heating. Cream carpet throughout excluding the bathroom and kitchen.Holding fee - £334.61Deposit - £1673.07Council tax band - CAVAILBLE TO VIEW TODAY!",699 sq ft / 65 sq m,EPC rating: E*,"['Council tax:\xa0', 'Band C', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-8798516,Studio to rent,https://www.onthemarket.com/details/8798516/,"St Martin's Lane, Covent Garden, WC2N",,,,"CBRE - London, West End","
                         5th Floor, 22 Long Acre
London
WC2E 9LY
                        
                      ", 020 8022 6424,http://www.cbreukresidential.com,Student,Studio,0 bed,1 bath,"['Available immediately', 'One bedroom apartment', 'Unfurnished', 'Lift access', 'Fitted wardrobes', 'Wooden floors']","This newly refurbished studio flat to rent in Covent Garden is located within a beautiful period building and is accessed via a pedestrianised walk way. Goodwins Court is famous for its Georgian bowed windows and historic presence and walking along this charming court is like stepping back in time. Situated on the second floor, with the added benefit of a lift, this flat would suit a couple of a single occupant looking to live in the vibrant heart of the West End and for a short commute to either the City or other West End destinations. The modern interior and open plan kitchen/reception is contrasted by the quaint views onto Goodwins Court, which can be enjoyed further from a private decked terrace. The flat boasts wooden floors throughout and a modern white suite shower room with plentiful storage. The apartment is professionally managed and benefits from a 24 hour security office. This property would be ideal for students and professionals alike, due to close proximity to the area’s transport links and universities. There is a requirement of a 5 week (rent equivalent under £50,000 per annum) deposit for new and renewed tenancies (or 6 weeks if the annual rent is £50,000 or more).For more information about our fees please visit our web-site’s ‘Tenant Fees’ page located under the Rent tab.This newly refurbished studio flat to rent in Covent Garden is located within a beautiful period building and is accessed via a pedestrianised walk way. Goodwins Court is famous for its Georgian bowed windows and historic presence and walking along this charming court is like stepping back in time. Situated on the second floor, with the added benefit of a lift, this flat would suit a couple of a single occupant looking to live in the vibrant heart of the West End and for a short commute to either the City or other West End destinations. The modern interior and open plan kitchen/reception is contrasted by the quaint views onto Goodwins Court, which can be enjoyed further from a private decked terrace. The flat boasts wooden floors throughout and a modern white suite shower room with plentiful storage. The apartment is professionally managed and benefits from a 24 hour security office. This property would be ideal for students and professionals alike, due to close proximity to the area’s transport links and universities. For more information about our fees please visit our web-site’s ‘Tenant Fees’ page located under the Rent tab. CBRE Limited on its behalf and for the Vendors or Lessors of this property whose Agents they are, give notice that:1. These particulars are set out as a general outline only for guidance to intending Purchasers or Lessees, and do not constitute any part of an offer or contract.  2.Whilst CBRE Limited uses reasonable endeavours to ensure that the information in these particulars is materially correct, some of the information is derived from third parties and has not been verified by us. Any intending Purchasers, Lessees or Third Parties should not rely on this information as a statement or representation of fact, but must satisfy themselves by their own inspection, searches, enquiries, surveys or otherwise as to the accuracy and completeness.3. To the maximum extent permitted by law CBRE Limited accepts no liability or responsibility for any loss or damage including without limitation, indirect or consequential loss or damage, or any loss of profits resulting from direct or indirect actions based upon the content of these particulars. No person in the employment of CBRE Limited has any authority to make any representation or warranty whatsoever in relation to this property.4. Unless otherwise stated, all purchase prices and rents are correct at the date of publication and, unless otherwise stated,  are quoted exclusive of VAT.  Lease details and service ground rent (where applicable) are given as a guide only and should be checked and confirmed by your solicitor prior to exchange of contracts.",,,"['Council tax, if payable:\xa0', 'Band TBC', 'Broadband:\xa0', 'Ultra-fast 900Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-10293592,5 bedroom house to rent,https://www.onthemarket.com/details/10293592/,"Brunswick Place, Regents Park, London, NW1","Brunswick Place, Regents Park, London, NW1",5 bedroom house to rent,"£14,517 pcm (£3,350 pw)",Aston Chase - London,"
                         67-71 Park Road
Regent's Park, London
NW1 6XU
                        
                      ", 020 8022 6939,https://www.astonchase.com,Study,House,5 bed,4 bath,"['5 Bedrooms (3 En-Suite), Family Bathroom, 2 Reception Rooms, Study, Media Room, Fully Fitted Kitchen']","A beautiful 5 bedroomed double fronted Nash house situated in a quiet turning adjacent to Regents Park and within walking distance of the West End's extensive shopping and entertainment amenities. This Grade ll listed period house measures approximately 3,000 sq feet and is arranged over three floors. Benefits include an integral garage as well as three reception rooms and use of Park Square's private residents' gardens. Brunswick Place is within 300 metres of Marylebone High Street with Oxford Street just over half a mile away. The nearest tube stations are Regent Park (200m), Great Portland Street (0.3 miles) and Baker Street (0.4 miles).Amenities:Garage, Access to Residents' Garden",,,"['Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Ultra-fast 8000Mbps *']"
result-11203504,2 bedroom apartment to rent,https://www.onthemarket.com/details/11203504/,"Hatton Place, London, EC1N","Hatton Place, London, EC1N",2 bedroom apartment to rent,"£3,000 pcm (£692 pw)",Element Properties & Co - Wood Green,"
                         26 Palace Gates Road
London
N22 7BN
                        
                      ", 020 3641 8462,http://www.elementproperties.co.uk,Reduced today,Apartment,2 bed,2 bath,"['TWO BATHROOMS', '799 SQUARE FEET / 74 SQUARE METERS', 'EPC BAND - B', 'FIRST FLOOR', 'QUIET STREET', 'SHORT WALK TO FARRINGDON OR CHANCERY ROAD STATIONS', 'LIFT', 'PART-FURNISHED / FURNISHED', 'AVAILABLE 7TH OCTOBER']","Element Properties & Co are proud to present this beautiful two bedroom, two bathroom apartment situated in the very heart of Farringdon and within a stone’s throw of Hatton Garden and Chancery Lane. Tucked away on this quiet street and set on the first floor this lovely property offers c800 square foot / 74 square meters of bright, modern lateral living space. Comprising a large open plan kitchen / reception with wooden flooring, two double bedrooms (both with built-in wardrobes) and two bathrooms (one being en suite).Part Furnished/Furnished.Available 7th October. ",799 sq ft / 74 sq m,EPC rating: B*,"['Council tax:\xa0', 'Band TBC']"
result-12183168,3 bedroom flat to rent,https://www.onthemarket.com/details/12183168/,"Brechin Place, South Kensington, London","Brechin Place, South Kensington, London",3 bedroom flat to rent,"£8,667 pcm (£2,000 pw)",Chestertons - South Kensington,"
                         44-48 Old Brompton Road
South Kensington
SW7 3DY
                        
                      ", 020 8022 6871,https://www.chestertons.co.uk,Reduced today,Flat,3 bed,3 bath,"['Stunning three bedroom split level property', 'High quality fixtures and fittings', 'Private garden', 'Fantastically located just off Gloucester Road and close to South Kensington tube station']","A stunning apartment over the ground and lower ground floors of the classic Period building in South Kensington. Having recently been refurbished to a very good standard the flat boasts light and airy rooms and great ceiling height throughout as well and quality interior design.Brechin Place runs East to West, parallel to Old Brompton Road and just off Gloucester Road. There are many excellent shops, restaurants and good transport close by.","1,700 sq ft / 158 sq m",EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683653,2 bedroom flat to rent,https://www.onthemarket.com/details/13683653/,"Collingham Road, South Kensington, London","Collingham Road, South Kensington, London",2 bedroom flat to rent,"£4,333 pcm (£1,000 pw)",Chestertons - South Kensington,"
                         44-48 Old Brompton Road
South Kensington
SW7 3DY
                        
                      ", 020 8022 6871,https://www.chestertons.co.uk,Added today,Flat,2 bed,2 bath,"['2nd floor Period property', '2 bedrooms & 2 bathrooms', 'Access to communal gardens', 'Over 900 square feet', 'Close to Gloucester Road tube station']","An exceptionally well presented 2 bedrooms, 2 bathrooms apartment on the 2nd floor with lift in this beautiful period building in Collingham Gardens.The property offers a large living space with and open plan integrated kitchen with modern appliances. The property further benefits from high ceilings, built –in speakers, wooden flooring throughout, ample storage and large windows.The property is offered furnished and has access to communal gardens subject to application.Collingham Road is located moments from Gloucester Road tube station as well all amenities. South Kenton and Earls Court are also within close proximity.",721 sq ft / 67 sq m,EPC rating: D*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683630,2 bedroom apartment to rent,https://www.onthemarket.com/details/13683630/,"Comice Apartments, 5 Pear Tree Street, London, EC1V",,,,Savills - Shoreditch,"
                         48 Great Eastern Street
London
EC2A 3EP
                        
                      ", 020 8022 6250,https://www.savills.co.uk/estate-agents/savills-shoreditch.aspx,Added today,Apartment,2 bed,1 bath,"['2 Double bedrooms.', 'New Build', 'Walking distance to the City.', 'Farringdon, Barbican & Old Street all walking distance.', 'EPC Rating = A']","A modern 2 bedroom apartment in a popular development in central Clerkenwell.
DescriptionA bright and contemporary two bedroom, one bathroom apartment on the third floor, ideally located in central Clerkenwell close to the City of London. The property offers a spacious, well furnished living area which is open plan to the kitchen diner, two spacious double bedrooms with a family style bathroom, large floor to ceiling windows and a private terrace.LocationPear Tree Street is perfectly located for access into both the City and West End with Farringdon, Chancery Lane and King's Cross all within easy reach. Farringdon,  Barbican and Old Street are the closest stations.Square Footage: 757 sq ft

Additional InfoHolding Deposit  £690.00 ( 1  week )Deposit Payable £3,450.00 ( 5 weeks )Minimum Term : 12 months    Rent must be paid monthly in advance",764 sq ft / 71 sq m,EPC rating: A*,"['Council tax:\xa0', 'Band F', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13536394,2 bedroom apartment to rent,https://www.onthemarket.com/details/13536394/,"Powerscroft Road, Hackney, London, E5","Powerscroft Road, Hackney, London, E5",2 bedroom apartment to rent,"£2,200 pcm (£508 pw)",Stirling Ackroyd - Clapton,"
                         53 Chatsworth Road
London
E5 0LH
                        
                      ", 020 8033 7510,https://www.stirlingackroyd.com/branches/clapton,Added today,Apartment,2 bed,1 bath,"['Bright & Spacious Top Floor Apartment', 'Imposing Victorian Conversion', 'Contemporary Features', 'Two Generous Double Bedrooms', 'Sought After Location', 'Excellent Transport Links']","ALTERNATIVE DEPOSIT OPTION AVAILABLEA beautiful two double bedroom apartment set on the top floor of a gorgeous double fronted Victorian conversion, moments from the popular Chatsworth Road and surrounding amenities of Lower Clapton and Hackney Central. This well-proportioned property offers a contemporary finish throughout with lovely high ceilings, original sash windows and wood floors, benefitting from a spacious separate kitchen with additional breakfast bar, two generous double bedrooms and modern finished bathroom. Ideal for sharers, with easy access into Shoreditch, Dalston & The City.Please get in touch ASAP to arrange a viewing!",699 sq ft / 65 sq m,EPC rating: D*,['Council tax:\xa0']
result-4977164,2 bedroom apartment to rent,https://www.onthemarket.com/details/4977164/,"Wadham Road, Putney, Putney","Wadham Road, Putney, Putney",2 bedroom apartment to rent,"£2,000 pcm (£462 pw)",Brinkleys - Putney,"
                         168 Putney High Street
Putney, London
SW15 1RS
                        
                      ", 020 8115 1413,http://www.brinkleys.co.uk/,Added today,Apartment,2 bed,1 bath,"['Close to Town Centre', 'Close to Local Amenities', 'Furnished', 'Excellent Location', 'Sole Managing Agents', 'Close to transport', '2 bedroom', 'Avaiable NOW']","Brinkleys Estate Agents are pleased to offer this charming, two double bedroom, flat on Wadham Road in Putney. Located close to Putney High Street and all amenities, it is perfectly situated for access to East Putney Tube Station (District Line) and Putney, National Rail. The property comprises two double bedrooms, a bright and spacious living room, fully fitted kitchen and a modern shower room. The flat is tastefully redecorated and is offered furnished. - AVAILABLE NOWMUST BE SEEN - please call our office for more information and to arrange a viewing.Energy Efficiency Rating: C",592 sq ft / 55 sq m,EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Super-fast 123Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13545543,5 bedroom semi-detached house to rent,https://www.onthemarket.com/details/13545543/,"Bateman Road, London E4","Bateman Road, London E4",5 bedroom semi-detached house to rent,"£2,750 pcm (£635 pw)",Wilkinson Estate Agents - Forest Gate,"
                         78 Woodgrange Road
Forest Gate, London
E7 0EN
                        
                      ", 020 8115 5027,http://www.wilkinson-estates.co.uk/,Reduced today,Semi-detached house,5 bed,2 bath,,"Situated on a quiet residential street in the heart of Chingford is this newly renovated semi-detached family home. 
On the ground floor is a spacious living room that is bright and airy, double bedroom, large quality fitted kitchen/diner with the bonus of underfloor heating and newly added integrated and freestanding appliances, French doors in the kitchen open onto a well maintained large rear garden.
On the first floor, you will find two well-proportioned double bedrooms and one single bedroom, a quality fitted family bathroom and stairs leading to the second floor which contains another large double bedroom with its very own ensuite.
Bateman Road benefits from being within a 15 – 20-minute walking distance to Highams Park Station, providing access to Liverpool Street, being set within close proximity to Ainslie Wood Primary School (Ofsted Rated ‘Good’), a short journey away from the glorious green open spaces of Epping Forest and conveniently located to many great cafes, bars, bakeries and restaurants.
-Available NOW, PART FURNISHED-
-Multi-Agents-THE PROPERTY MISDESCRIPTION ACT 1991
Whilst Wilkinson Estate Agents endeavour to ensure the accuracy of property details produced and displayed, we have not tested any apparatus, equipment, fixtures and fittings or services so we cannot verify that they are connected, in working order or fit for the purpose.  Photographs are for illustration only and may depict items not included in the sale of the property. Floor plans and measurements should not be relied upon for the purchase of carpets and any other fittings. Neither have we had a sight of the legal documents to verify the Freehold or Leasehold status of any property.  A buyer is advised to obtain verification from their Solicitor and/or Surveyor.  A Buyer must check the availability of any property and make an appointment to view before embarking on any journey to see a property.




","1,442 sq ft / 134 sq m",EPC rating: C*,"['Council tax:\xa0', 'Band D', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13421025,1 bedroom apartment to rent,https://www.onthemarket.com/details/13421025/,Newcastle Place London W2,Newcastle Place London W2,1 bedroom apartment to rent,"£3,683 pcm (£850 pw)",JLL - Kensington,"
                         387 Kensington High Street
London
W14 8QA
                        
                      ", 020 8022 6255,http://www.jll.co.uk/residential,Virtual tour,Apartment,1 bed,1 bath,"['1 Bedroom', '1 Bathroom', 'Private balcony', '24 Hour concierge', 'Swimming pool, gym, cinema', 'Approx 546 sq ft (51 sq m)', 'Furnished', 'EPC: B']","A luxury one-bedroom apartment to let in Westmark Tower, part of the new West End Gate development in Paddington. Arranged over the 21st floor the property comprises one double bedrooms, stylish family sized bathroom, open plan kitchen and living room leading to the private balcony. Other benefits include 24-hour concierge, lift, gym, swimming pool, cinema, gym, meeting room, residents lounge and private hire dining area. West End Gate by St Edward is built to the highest quality. Paddington mainline and underground stations are just a short walk away. This property is offered on a furnished basis and is available for immediate occupancy.",570 sq ft / 53 sq m,EPC rating: B*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-7282709,4 bedroom semi-detached house to rent,https://www.onthemarket.com/details/7282709/,"Brookway, Blackheath, London, SE3","Brookway, Blackheath, London, SE3",4 bedroom semi-detached house to rent,"£4,400 pcm (£1,015 pw)",Winkworth - Blackheath,"
                         5 Blackheath Village
Blackheath
SE3 9LA
                        
                      ", 020 8022 6839,http://www.winkworth.co.uk,Reduced today,Semi-detached house,4 bed,2 bath,"['Four bedroom family home', 'Prestigious Cator estate location, close to Blackheath village and station', 'EPC rating: D', 'Unfurnished', 'Available from 2nd October 2023']","A four bedroom, two bathroom, three reception room, semi-detached family home with garden and garage set in this prestigious Cator Estate location.The property is arranged over two floors and comprises; a large entrance hall with downstairs cloakroom, a front reception room with bay window. To the rear is a large and very spacious family room with views overlooking the garden and a good size modern fitted kitchen.  There is another large reception room and a separate utility room with shower.  The first floor provides a spacious master bedroom with a bay window to the front, two further double bedrooms, a generous single and a modern family bathroom.To the rear is a very secluded garden with lawn, shrubs, trees and large patio area (gardener included).  There is off street parking to the front and a garage. Brookway is a highly desirable road within Blackheath’s private Cator Estate. The Ofsted outstanding Brooklands, (0.18 miles) and John Ball Primary Schools, (0.51 miles) are both close by as are several sought after private schools. The house is just 0.39 miles from Blackheath Village with its array of bars, restaurants, boutique shops and mainline station. Trains from Blackheath to London Bridge take approximately 10 minutes, and approximately 25 minutes to Victoria. The heath is only 0.6 miles and Greenwich Park just a short walk away.","1,636 sq ft / 152 sq m",EPC rating: D*,"['Council tax:\xa0', 'Band TBC', 'Broadband:\xa0', 'Super-fast 36Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13541501,Terraced house to rent,https://www.onthemarket.com/details/13541501/,"Catford Hill, London, SE6","Catford Hill, London, SE6",Terraced house to rent,£780 pcm (£180 pw),Choices - London,"
                         2 Devonshire Square
London
EC2M 4UJ
                        
                      ", 020 8022 2687,http://choices.co.uk,Reduced today,Terraced house,0 bed,0 bath,,"Well Presented Double Bedroom within a shared house-  Catford, SE6!*ZERO DEPOSIT OPTION AVAILABLE*Double Bedroom with furniture available within a shared house.The House is Split over Three Floors and comprises of a Lounge, Dining Room, Kitchen, Utility Room, Downstairs Shower Room, Upstairs Shower Room and Main Bathroom Benefits include Driveway for Parking 1 x Car and Garden!4 minute walk to Catford Bridge Station.Available on 9th September 2023EPC rating DCall Choices to arrange a viewing!MATERIAL INFORMATION:Rent Amount: £780.00 per monthHolding Deposit Amount: £180.00Security Deposit Amount (if chosen): £900.00Length of Initial Tenancy: 12 months (subject to negotiation)Council Tax Band: Band D- £32 per Month","1,625 sq ft / 151 sq m",EPC rating: D*,"['Council tax:\xa0', 'Band TBC', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683602,2 bedroom apartment to rent,https://www.onthemarket.com/details/13683602/,"Bridge Court, Newport Avenue, Canary Wharf E14","Bridge Court, Newport Avenue, Canary Wharf E14",2 bedroom apartment to rent,"£2,340 pcm (£540 pw)",Chase Evans - Canary Wharf,"
                         Horizon Building
Hertsmere Road, Canary Wharf, London
E14 4AW
                        
                      ", 020 8115 1003,https://www.chaseevans.co.uk/,Added today,Apartment,2 bed,2 bath,"['TWO BEDROOM', 'TWO BATHROOM', '743 SQ FT', 'SEPARATE KITCHEN', 'FURNISHED', 'GAS CENTRAL HEATING', 'PRIVATE BALCONY', 'PARKING', 'SUPERB LOCAL AMENITIES', '3 MINUTE WALK TO EAST INDIA DLR STATION']","A good sized two bedroom, two bathroom furnished apartment  refurbished with carpets in bedrooms and separate kitchen with white goods. The apartment is offered furnished and has access to its own private balcony. Excellent local transport links including East India DLR for easy access to Canary Wharf, the City, Greenwich and Stratford.Deposit: Equivalent to 5 weeks’ rentCouncil: Tower Hamlets, Tax Band DClient Money Protection (CMP) provided by: UKALAThe Property Ombudsman Scheme, Membership No: T02100",742 sq ft / 69 sq m,EPC rating: B*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-8392698,3 bedroom terraced house to rent,https://www.onthemarket.com/details/8392698/,"Grosvenor Crescent, Uxbridge, Middlesex, UB10","Grosvenor Crescent, Uxbridge, Middlesex, UB10",3 bedroom terraced house to rent,"£2,200 pcm (£508 pw)",DLD Estates - Hayes,"
                         17 New Broadway, Uxbridge Road
Uxbridge
UB10 0LJ
                        
                      ", 020 8022 6835,http://www.dldestates.com,Reduced today,Terraced house,3 bed,1 bath,"['Minutes from A40', 'Private garden', 'Shops and amenities nearby', 'Fitted Kitchen', 'Double glazing', 'Close to public transport', 'Driveway']","Featuring large rooms and a driveway for two cars, this property would be an ideal home for a family. Main features include: - 2 large receptions - Large rooms throughout - DG & GCH - New fitted kitchen and bathroomContact a member of the team to arrange a viewing or for further details",796 sq ft / 74 sq m,EPC rating: D*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13683600,2 bedroom apartment to rent,https://www.onthemarket.com/details/13683600/,"James Street, London, W1U","James Street, London, W1U",2 bedroom apartment to rent,"£5,200 pcm (£1,200 pw)",Prime Portfolio - London,"
                         22 Grosvenor Gardens
London
SW1W 0DH
                        
                      ", 020 8022 7284,http://www.primeportfolio.com,Virtual tour,Apartment,2 bed,2 bath,"['2 Bedrooms', 'En Suite Bathroom', 'En Suite Shower Room', 'Reception/Dining Room', 'Kitchen', 'Balcony', 'Lift', 'Porter']","This two double bedroom, third floor (with lift), apartment is superbly located within approximately 0.1 mile to the Elizabeth Line at Bond Street Station, 0.1 mile to Selfridges and the popular bars and restaurants of St. James, Marylebone & Mayfair, the building has a porter and residents will benefit from a bright living space with wood flooring leading to a private balcony, a modern fully fitted kitchen and two en suite bathrooms. 

Marylebone High Street is a pleasure to visit; the atmosphere is more cosmopolitan than other parts of the city and at the same time, a little more relaxed.",688 sq ft / 64 sq m,EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Basic 16Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-7334111,2 bedroom apartment to rent,https://www.onthemarket.com/details/7334111/,"Highbury Place, Highbury, London, N5","Highbury Place, Highbury, London, N5",2 bedroom apartment to rent,"£2,817 pcm (£650 pw)",Savills - Islington,"
                         94-96 Upper Street
Islington
N1 0NP
                        
                      ", 020 8022 7239,https://www.savills.co.uk/estate-agents/savills-islington.aspx,Reduced,Apartment,2 bed,1 bath,"['Two Bedrooms', 'Unfurnished', 'Excellent Location', 'Opposite Highbury Fields', 'Available September 2023', 'EPC Rating = C']","A large two bedroom apartment situated on the second floor of a secure building on Highbury Fields, just moments from Highbury & Islington station.
DescriptionThe property offers a large semi open plan kitchen reception room leading to a balcony, two excellent sized double bedrooms with built in storage and bathroom suite. Highbury Place is very sought after Islington location with the open spaces of Highbury Fields literally on your doorstep. The shops, cafes, restaurants and bars of Upper Street are within a short walk whilst Angel station is also within easy reach.EPC Rating - C

Additional InfoDeposit payable: £3475 (5 weeks rent)Holding Deposit: £695 (1 weeks rent)Minimum Term: 12 monthsRent must be paid monthly in advance",828 sq ft / 77 sq m,EPC rating: C*,"['Council tax:\xa0', 'Band E', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13558032,1 bedroom apartment to rent,https://www.onthemarket.com/details/13558032/,"Cricketfield Road, Hackney, London, E5","Cricketfield Road, Hackney, London, E5",1 bedroom apartment to rent,"£1,800 pcm (£415 pw)",Stirling Ackroyd - Hackney,"
                         338 Mare Street
Kingsland, London
E8 1HA
                        
                      ", 020 8033 7460,https://www.stirlingackroyd.com/branches/hackney,Reduced today,Apartment,1 bed,1 bath,"['Two Double Bedrooms', 'Open Plan Kitchen/Living Area', 'Excellent Location']","ALTERNATIVE DEPOSIT OPTION AVAILABLEWelcome to this charming 2-bedroom, 1-bathroom residence nestled in the heart of Cricketfield Road, E5. This delightful upper ground floor apartment offers a harmonious blend of comfortable living and modern convenience. With a total of 589 square feet of well-designed space, this home presents an ideal opportunity for those seeking a cozy yet stylish urban retreat.Upon entering, you'll be greeted by an inviting living space that seamlessly combines relaxation and entertainment. The open layout allows for easy flow between the living and dining areas, creating an atmosphere that is perfect for both intimate gatherings and lively get-togethers. Natural light streams through well-placed windows, casting a warm and welcoming glow throughout the interior.The kitchen is thoughtfully appointed with modern appliances, ample cabinetry, and sleek countertops. It provides a functional and inspiring space for culinary endeavors, making meal preparation an enjoyable experience.The two well-proportioned bedrooms are havens of tranquility, each offering a serene escape from the bustle of the city. With comfortable dimensions and well-appointed finishes, these rooms provide the perfect balance between restfulness and style.Completing the living arrangement is a tastefully designed bathroom, adorned with contemporary fixtures and finishes. Whether you're starting your day or unwinding after a long day, this space offers a refreshing retreat.The location of this residence is truly a standout feature. Situated in the sought-after Cricketfield Road area, you'll enjoy the benefits of urban living while maintaining a sense of community and neighborhood charm. Nearby amenities, including cafes, restaurants, and parks, are within easy reach, adding to the convenience and vibrancy of the area.In summary, this 589 sq ft 2-bedroom, 1-bathroom upper ground floor apartment on Cricketfield Road, E5, presents an exceptional opportunity to embrace a comfortable and stylish urban lifestyle. Its well-designed layout, modern amenities, and prime location make it a remarkable place to call home. Don't miss out on the chance to experience the best of both city living and suburban tranquility in this inviting residence.",581 sq ft / 54 sq m,EPC rating: C*,"['Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
