property_id,title,url,address,address_2,property_status,price,agent,agent_address,agent_phone,agent_url,date_added,property_type,beds,baths,property_size,key_features,description,epc_rating,key_info
result-13681124,2 bedroom maisonette for sale,https://www.onthemarket.com/details/13681124/,"Warner Place, London","Warner Place, London",2 bedroom maisonette for sale,"£525,000",Elms Estates - Bethnal Green,"
                         454 Bethnal Green Road
Bethnal Green, London
E2 0EA
                        
                      ", 020 8115 2905,https://www.elmsestates.co.uk/,Chain-free,Maisonette,2 bed,1 bath,785 sq ft / 73 sq m,"['Two Double Bedroom Maisonette', 'Garden', 'Separate Kitchen', 'Split Over Two Levels', 'Excellent Transport Links', 'CHAIN FREE', 'Short Walk To Columbia Road']","Elms Estates are delighted to be able to offer to the market For Sale this Two double Bedroom Maisonette arranged over the ground and first floor with its own Front Garden giving direct access to the properties front door. The Property is located on the borders of the ever popular Jesus Green Estate and within Walking Distance of Bethnal Green Tube Station this property benefits hugely from the many small Green Spaces around and the Relaxed, Cool Feel of Columbia Road Flower Market will make for wonderful lazy Sunday morning strolls while the vibrant Broadway Market is within easy reach offering and array of shops and dinning experiences. This property really is set within the Heart of the East End with easy access to all of the Restaurants, Bars, Shops, Markets, Gyms, Parks, Galleries and Museums this Exciting Area has on offer.Internally the Property offers spacious living accommodation with a good size lounge and separate kitchen/Dining Area, Two Double bedrooms and family bathroom. The property also benefits from its very own front garden and offered to the market on a CHAIN FREE basis. For more information or to arrange a viewing please do not hesitate to call in and speak with one of our Property Consultants.Reception Room - 4.80 x 3.20 (15'8"" x 10'5"") - Kitchen/Dining Area - 4.80 x 3.00 (15'8"" x 9'10"") - Bedroom One - 5.00 x 2.50 (16'4"" x 8'2"") - Bedroom Two - 4.30 x 2.40 (14'1"" x 7'10"") - Bathroom - Garden - 8.00 x 7.00  (26'2"" x 22'11"" ) - Material Information - Tenure: LeaseholdLength Of Lease: Approx 89 Years Annual Ground Rent: £10.00 Per year Annual Service Charge: £1,778.28 Per YearCouncil Tax Band: C",EPC rating: D*,"['Tenure:\xa0', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13681104,1 bedroom apartment for sale,https://www.onthemarket.com/details/13681104/,"Wenlock Road, London, N1","Wenlock Road, London, N1",1 bedroom apartment for sale,"£475,000",Neilson & Bauer - Islington,"
                         108-109 Upper
Islington, London
N1 1QN
                        
                      ", 020 8128 9970,http://www.neilsonbauer.com,Added yesterday,Apartment,1 bed,1 bath,505 sq ft / 47 sq m,"['Tenure: Leasehold (99 years remaining)', 'Private residents wharf', 'Concierge', 'Cycle storage', 'Iconic building', 'Rich in character', 'Three metre high concrete ceilings', 'Exposed brickwork']","Formerly the Royle Printworks, this landmark building was converted into one of the first loft style residential buildings in the area. This light and airy property retains the iconic concrete pillars, Crittall styled windows, high concrete ceilings and exposed brickwork.Set upon the second floor and rich in character, the property offers a spacious and an inviting hallway, to the left is a well-proportioned kitchen with wonderful ceiling height. The kitchen offers ample work surface space and is semi open plan with views onto the reception room. The reception room also offers wonderful ceiling height and good natural light from the large Crittall styled windows. The well-proportioned double bedroom is bright and offers excellent storage with a large built-in wardrobe. The property also houses a spacious bathroom. The building is very well cared for by a weekday concierge, plus there is a cycle store and two internal passenger lifts to all floors. The Royle Building is positioned on this prominent and picturesque corner of Wenlock Basin and Regents Canal with its own private wharf access for residents, offering a peaceful haven with wonderful sunets over Regent's Canal. The Royle Building is an easy walk to and from Upper Street and Old Street. Shoreditch as well as the City are also easily accessible, showing how conveniently sited the Royle Building is for work and social living.Council Tax Band C",EPC rating: C*,"['Tenure:\xa0', 'Leasehold  |  99 yrs left', 'Ground rent:\xa0', '£200 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£1,930 per annum', 'Council tax:\xa0', 'Band C', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13556455,1 bedroom flat for sale,https://www.onthemarket.com/details/13556455/,"Hither Green Lane, Hither Green, London, SE13","Hither Green Lane, Hither Green, London, SE13",1 bedroom flat for sale,"£300,000",Stanfords - Hither Green,"
                         37 Staplehurst Road
Hither Green , London
SE13 5ND
                        
                      ", 020 8033 5931,http://stanfordestates.london,Added today,Flat,1 bed,1 bath,409 sq ft / 38 sq m,"['Tenure: Share of freehold', 'First Floor Flat', 'Fantastic Condition Throughout', 'Modern Kitchen & Bathroom', 'Off - Street Parking', 'Total Area - 408sqft.', '0.6 mi to Hither Green Station']","A fantastic one-bedroom first-floor flat ideally situated for friendly local shops, cafes and pubs, great transport links and close to the beautiful open spaces of Mountsfield Park with tennis courts, a bowling green and Mountsfield Park Cafe.Situated on the first floor of a large period conversion, this bright and airy flat is well presented throughout, boasting a large lounge with beautiful period features, including sash bay windows, plantation shutters and a fireplace, a modern kitchen and bathroom and a spacious double bedroom.Outside this property benefits from an allocated off-street parking space.First FloorLounge 12' 10"" x 11' 6"" (3.91m x 3.51m) Sash bay windows, plantation shutters, pendant ceiling light, fireplace, radiator, parquet wood flooring. Kitchen 7' 3"" x 6' 5"" (2.21m x 1.96m) Sash window, plantation shutters, ceiling spotlights, fitted kitchen units, sink with mixer tap and drainer, integrated washer/dryer, oven, gas hob and extractor hood, combi boiler, wood flooring. Bedroom 12' 3"" x 11' 1"" (3.73m x 3.38m) Single-glazed window, pendant ceiling light, radiator, parquet wood flooring. Bathroom 6' 5"" x 5' 4"" (1.96m x 1.63m) Ceiling spotlights, walk-in shower with overhead and handheld showers, washbasin on vanity unit, WC, heated towel rail, tiled flooring. ",EPC rating: E*,"['Tenure:\xa0', 'Share of freehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13681007,2 bedroom flat for sale,https://www.onthemarket.com/details/13681007/,"28 St Georges Drive, London SW1V","28 St Georges Drive, London SW1V",2 bedroom flat for sale,"£895,000",Ben Davies Property - London,"
                         35 Berkeley Square
London,
W1J 5BF
                        
                      ", 020 3007 4922,https://www.bendaviesproperty.co.uk/,Added yesterday,Flat,2 bed,2 bath,753 sq ft / 70 sq m,"['Tenure: Share of freehold', '2 Bedrooms', 'Bathroom', 'En Suite Bathroom', 'Reception Room', 'Kitchen']","A raised ground floor, two bedroom period flat in a fantastic central location.

This well-proportioned property occupies the raised ground floor of an attractive stucco-fronted building. At the front is an impressive reception room with wonderful ceiling height (over 3.5m) and attractive period features including fireplace, window shutters, sash windows and elaborate cornices. The rest of the accommodation is made up of a kitchen, two double bedrooms and two bathrooms (one en suite).

St George's Drive is a handsome street in the heart of Pimlico that provides excellent access to central London and the river, in particular the neighbouring areas of Belgravia, Westminster and Chelsea. Nearby are the shops, restaurants and pubs of Elizabeth Street (only 0.2 miles away) and along Pimlico Road (0.4 miles away). There is a broad selection of transport links with Victoria Station, with its mainline and underground services (Victoria, Circle & District lines) as well as Pimlico Statio...",EPC rating: C*,"['Tenure:\xa0', 'Share of freehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 900Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13681006,3 bedroom terraced house for sale,https://www.onthemarket.com/details/13681006/,"Stanley Road, London. N11","Stanley Road, London. N11",3 bedroom terraced house for sale,"£600,000",BM Properties - London,"
                         55 Prince's Gate
Exhibition Road, London
SW7 2PN
                        
                      ", 020 3641 2041,http://bm-properties.com,Added yesterday,Terraced house,3 bed,1 bath,947 sq ft / 88 sq m,"['Tenure: Freehold', 'Period Property', 'Attic room accessible via staircase.', 'Quiet aspect', 'Development potential STP', 'Close to transport links', 'Close to Bowes Primary School']","This well presented 3 bed mid terrace house situated in a quiet cul de sac in Bounds Green,  boasts a large reception room, modern kitchen, three good sized bedrooms, a loft room, currently unfinished & paved garden area to rear.Double glazed throughout with gas mains central heating.Within walking distance of Bounds Green & Arnos Grove (Picadilly Line) Stations, and Bowes Park and New Southgate Overground. Tenure: Freehold",EPC rating: D*,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13612172,2 bedroom flat for sale,https://www.onthemarket.com/details/13612172/,"34c Mosslea Road, London, SE20","34c Mosslea Road, London, SE20",2 bedroom flat for sale,"£375,000",Robinson Jackson - Sydenham,"
                         256 Kirkdale
Sydenham, London
SE26 4NL
                        
                      ", 020 7768 5196,https://www.robinson-jackson.com/,Chain-free,Flat,2 bed,1 bath,516 sq ft / 48 sq m,"['Two Bedrooms', 'Victorian Conversion Flat', 'Chain Free', 'Share of Freehold', 'First Floor', 'Double Glazing', 'Ample Storage', 'Attractive Period Building', 'Ideal for Sydenham, Penge East and Penge West Station', 'Conveniently located for local high street shops and amenities, Crystal Palace Park and Alexandra Recreation Ground']","First floor victorian conversion flat offered chain free with two bedrooms, share of freehold, double glazing, and ample storage set within a highly desirable location, ideal for Sydenham, Penge East and Penge West Station, conveniently located for local high street shops and amenities, Crystal Palace Park and Alexandra Recreation GroundKey TermsDouble glazing Central heating Ample storage First floor Chain free Share of freehold Attractive period building Ideal for Sydenham, Penge East and Penge West Station Conveniently located for local high street shops and amenities, Crystal Palace Park and Alexandra Recreation Ground",EPC rating: C*,"['Tenure:\xa0', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band B', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13475840,1 bedroom flat for sale,https://www.onthemarket.com/details/13475840/,"Lawrie Park Road, London, SE26","Lawrie Park Road, London, SE26",1 bedroom flat for sale,"£180,000",Robinson Jackson - Sydenham,"
                         256 Kirkdale
Sydenham, London
SE26 4NL
                        
                      ", 020 7768 5196,https://www.robinson-jackson.com/,Chain-free,Flat,1 bed,1 bath,484 sq ft / 45 sq m,"['Tenure: Leasehold', 'One Double Bedroom', 'Modern Purpose Built Flat', 'Chain Free', 'Leasehold', 'Ground Floor', 'Residents Parking', 'Pleasant Communal Garden', 'Double Glazing', 'Ample Storage', 'Entry Phone']","*CASH BUYERS ONLY* Ground floor modern purpose built flat offered chain free with one double bedroom, leasehold, residents parking, pleasant communal garden, double glazing, ample storage, entry phone, in need of TLC offering fantastic potential set within a sought after location on the prestigious Lawrie Park Triangle, excellently located for Sydenham and Penge West Station, conveniently located for High Street and Crystal Palace ParkExteriorResidents parkingPleasant communal garden mainly laid to lawn with shrubsKey TermsCASH BUYERSDouble glazing Central heating Ample storage Entry phone Ground floor Chain free Leasehold In need of TLC Fantastic potential Situated in the prestigious Lawrie Park Triangle Excellently located for Sydenham and Penge West Station Conveniently located for High Street and Crystal Palace Park",EPC rating: D*,"['Tenure:\xa0', 'Leasehold', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band C', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13680985,2 bedroom maisonette for sale,https://www.onthemarket.com/details/13680985/,"Riverdale Road, Erith, Kent, DA8","Riverdale Road, Erith, Kent, DA8",2 bedroom maisonette for sale,"£275,000",Robinson Jackson - Northumberland,"
                         226 Bexley Road
North' Heath Kent
DA8 3HB
                        
                      ", 01322 953943,https://www.robinson-jackson.com/,Added yesterday,Maisonette,2 bed,1 bath,,"['Tenure: Leasehold', ""13'3 x 13' Lounge"", ""12' x 10' Fitted kitchen with oven, hob and extractor"", '2 Double bedrooms', ""10' white bathroom"", 'Double glazing and gas central heating', 'Garage en bloc']","TWO DOUBLE BEDROOM SPLIT LEVEL MAISONETTE that should prove an IDEAL FIRST TIME/INVESMENT PURCHASE located within walking distance of MAINLINE ZONE 5 and 6 STATIONS with links to ABBEY WOOD'S ELIZABETH LINE. Benefits include a 900+ YEAR LEASE, COMMUNAL GARDENS and a GARAGE EN BLOC.Key TermsLease Term:  999 years from 1965 (to be verified by vendors solicitor)Unexpired Lease: 942 years remaining (to be verified by vendors solicitor).Service charge: £50 Per month Including buildings insurance (to be verified by vendors solicitor)Roof Fund: £20 per month (to be verified by vendors solicitor)Erith & Northumberland Heath are adjacent neighbourhoods enjoying close proximity to Bexley borough’s main thoroughfare, Bexleyheath Broadway. Firmly residential, Northumberland Heath is a quiet enclave with some charming Victorian properties and a small village-like centre. Erith is a larger town that has undergone rejuvenation in recent years, with a revamped town centre, a waterfront setting (home to London’s longest pier) and an ambitious house building programme. Don’t miss the annual Erith Riverside Festival.",,"['Tenure:\xa0', 'Leasehold', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band C', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13680984,2 bedroom end of terrace house for sale,https://www.onthemarket.com/details/13680984/,"Snipe Close, Slade Green, Kent, DA8","Snipe Close, Slade Green, Kent, DA8",2 bedroom end of terrace house for sale,"£375,000",Robinson Jackson - Northumberland,"
                         226 Bexley Road
North' Heath Kent
DA8 3HB
                        
                      ", 01322 953943,https://www.robinson-jackson.com/,Added yesterday,End of terrace house,2 bed,1 bath,656 sq ft / 61 sq m,"['Tenure: Freehold', ""15'4 x 11'1 Lounge"", ""10'9 x 5'8 Kitchen"", 'Two double bedrooms', 'Double glazing and gas central heating', 'First floor bathroom and ground floor cloakroom', ""15'8 x 8'3 Garage""]","Located on the EVER POPULAR  ""HOWBURY PARK"" DEVELOPMENT built by ""Bellway Housing"" we are pleased to present this END OF TERRACE, IDEAL FIRST TIME PURCHASE home with the advantage of a GARAGE, DRIVEWAY and 42' REAR GARDEN conveniently located for ZONE 6 SLADE GREEN STATION, SCHOOLS and AMENITIES.Key TermsService Charge: £151 Per annum (to be verified by vendors solicitor).Erith & Northumberland Heath are adjacent neighbourhoods enjoying close proximity to Bexley borough’s main thoroughfare, Bexleyheath Broadway. Firmly residential, Northumberland Heath is a quiet enclave with some charming Victorian properties and a small village-like centre. Erith is a larger town that has undergone rejuvenation in recent years, with a revamped town centre, a waterfront setting (home to London’s longest pier) and an ambitious house building programme. Don’t miss the annual Erith Riverside Festival.",EPC rating: D*,"['Tenure:\xa0', 'Freehold', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band C', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13680977,3 bedroom apartment for sale,https://www.onthemarket.com/details/13680977/,"Brompton Road, SW3","Brompton Road, SW3",3 bedroom apartment for sale,"£5,750,000",Harrods Estates - Knightsbridge,"
                         82 Brompton Road Knightsbridge
London, London
SW3 1ER
                        
                      ", 020 8128 2219,http://www.harrodsestates.com,Added yesterday,Apartment,3 bed,2 bath,"1,732 sq ft / 161 sq m","['Tenure: Leasehold (981 years remaining)', 'Very spacious three bedroom lateral apartment', 'Modern purpose-built residential block', '24 hour concierge & security', 'Air conditionning throughout', 'Hardwood timber flooring in living areas', 'Underfloor heating in bathrooms', 'Secure underground car parking space', 'Ideally located opposite Harrods on Brompton Road, Knightsbridge', 'Tenure : Leasehold with approximately 982 years', 'Service charges : approximately £31,606 per annum']","This very spacious three bedroom, lateral apartment (1701 sq ft / 158 sq m) is located on the seventh floor of this premier residential block in the heart of Knightsbridge. It has been interior designed in a contemporary style with the spacious accommodation featuring a very large reception room with stunning views over Knightsbridge and central London, a fully fitted kitchen room, three double bedroom with the principal bedroom benefiting from a separate dressing area and spacious ensuite bathroom. There are also two further bedrooms, a separate family bathroom plenty of storage facilities and a balcony/terrace off the main reception room.Chevalier House is one of Knightsbridge's popular residential apartment blocks with 24 hour concierge & security and underground car parking. Ideally located on the Brompton Road, opposite Harrods, Chevalier House is ideally placed for the world class amenities that Knightsbridge has to offer with Sloane Street, Belgravia and Hyde Park all a short walk away.",EPC rating: C*,"['Tenure:\xa0', 'Leasehold  |  981 yrs left', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£31,605.50 per annum', 'Council tax:\xa0', 'Band H', 'Broadband:\xa0', 'Basic 15Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13026976,3 bedroom semi-detached house for sale,https://www.onthemarket.com/details/13026976/,"The Rowans, Sunbury-on-Thames, Surrey, TW16","The Rowans, Sunbury-on-Thames, Surrey, TW16",3 bedroom semi-detached house for sale,"£470,000",Stirling Ackroyd - Sunbury-on-Thames,"
                         The Clockhouse, 15A Station Road
Sunbury-on-Thames
TW16 6SB
                        
                      ", 01932 688852,https://www.stirlingackroyd.com/branches/sunbury,Reduced today,Semi-detached house,3 bed,1 bath,904 sq ft / 84 sq m,"['Tenure: Freehold', 'Three bedrooms', 'Potential to extend (STPP)', 'Off-street parking', 'Garage', 'Cul de sac location', 'Close to local amenities']","A three bedroom semi-detached house located in a small cul-de-sac, offering plenty of potential to extend into and above the garage (STPP). The property is ideally positioned close to local schools and amenities and is easily accessible to Ashford and Feltham. There is both a front and back garden as well as off-street parking. The ground floor accommodation comprises a porch, living room, dining room, kitchen and conservatory. Upstairs there are three well-proportioned bedrooms, bathroom and separate WC. Internal viewings are highly recommended.",EPC rating: F*,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13513184,4 bedroom townhouse for sale,https://www.onthemarket.com/details/13513184/,"Dunstan Glade, St. Johns Road, Petts Wood, Orpington, BR5","Dunstan Glade, St. Johns Road, Petts Wood, Orpington, BR5",4 bedroom townhouse for sale,"£600,000",Sinclair Hammelton - Petts Wood,"
                         1 Chatsworth Parade
Petts Wood
BR5 1DF
                        
                      ", 01689 326737,http://www.sinclairhammelton.co.uk,Reduced yesterday,Townhouse,4 bed,1 bath,,"['Four Bedrooms', '78ft SOUTH FACING Rear Garden', '0.3 Of A Mile To Petts Wood Station.', 'Crofton School Catchment.', 'Off Street Parking', 'EPC C']","*GUIDE PRICE £600,000-£625,000*Viewings highly recommended for this IMPRESSIVE family home. What is not apparent from the front of the property is the internal space. The property has been well maintained by the current owners over the years.The property internally comprises of a entrance hall, a generous size guest cloakroom to the right as you enter, a ground floor bedroom with built in wardrobes, which is the converted garage, utility room and downstairs lounge which overlooks the rear garden via sliding doors. Moving upstairs the first floor consists of 27'5ft x 15'11ft lounge and separate kitchen area with integrated appliances and wall base and drawer units. The top floor you will find three bedrooms with the main benefitting from walk in wardrobe and the family bathroom. Outside to the rear is a low maintenance garden with patio area which is ideal for summer barbeques and family entertaining and bordered by mature trees and shrubs. To the front you have parking for at least three cars. Further benefits include double glazing, gas central heating and neutral décor throughout.The location offers popular school catchments including Crofton Infants and Juniors both within walking distance. Petts Wood mainline station is only 0.3 miles away with regular train services into London Bridge, Charing Cross and Victoria.",,"['Tenure:\xa0', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£0 per annum', 'Council tax:\xa0', 'Band TBC', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13372783,2 bedroom penthouse for sale,https://www.onthemarket.com/details/13372783/,"Edge Apartments, 51 Strawberry Vale, Twickenham, Middlesex, TW1","Edge Apartments, 51 Strawberry Vale, Twickenham, Middlesex, TW1",2 bedroom penthouse for sale,"£1,495,000",Savills - Teddington,"
                         28 High Street
Teddington
TW11 8EW
                        
                      ", 020 7768 2147,https://www.savills.co.uk/,Chain-free,Penthouse,2 bed,2 bath,"1,280 sq ft / 119 sq m","['Tenure: Leasehold (980 years remaining)', 'Penthouse riverside apartment', 'Share of Freehold (underlying lease 980 years)', 'Direct lift access and security system', 'Far reaching river views', 'Private mooring on the Thames', 'Two en suite bathrooms', 'Study annex/ home office with bespoke cupboards fittings', 'Terrace', 'Balcony', 'EPC Rating = C']","Contemporary penthouse waterside apartment occupying the entire top floor space with private mooring, secure gated parking for two cars, terrace and balcony. No onward chain. 
DescriptionThis contemporary penthouse apartment is truly exceptional and occupies a prime position within an exclusive riverside development offering a modernist living environment full of light, practicality and style. Completed in 2005, 'Edge' is an award-winning development of seven apartments and one penthouse set in a quarter of a hectare of landscaped gardens with frontage onto the River Thames at Strawberry Vale.The bespoke kitchen was designed by Quad Architects and features integrated Miele appliances, as well as a stainless steel double fridge freezer. The en suite bathrooms are spacious and finished with granite and limestone, while underfloor heating runs throughout the apartment. The expansive use of glass blurs the line between indoor and outdoor living. Solid oak doors and walnut flooring in the principal areas provide a striking contrast. In addition, the apartment is equipped with broadband cabling, cable TV, multi-room audio, mood lighting, and a video entry phone.The beautifully landscaped communal gardens feature a large lawn area that rolls down to the riverside, where a jetty is available for boat mooring with the apartment having a private mooring.Private mooring dedicated to the apartmentTwo underground parking spaces are also included, and a lift with exclusive access via a security key takes you directly to your apartment.Attractively offered to the market with no onward chain.LocationIn addition to the attraction of the river, the apartment is ideally and conveniently Twickenham town centre is approximately 0.6 miles away and has a multitude of supermarkets, pubs and restaurants with its comprehensive array of social, recreational and shopping amenities. Whilst slightly further afield the rich and sophisticated variety of shops, restaurants, theatres and nightlife of the nearby riverside towns of Richmond and Kingston can be found within approximately three miles.Strawberry Hill station is located approximately 0.4 miles away giving you direct links to London Waterloo and Kingston. Strawberry Hill offers a small cluster of shops and independent restaurants and cafes.The surrounding area is well suited for family life with numerous recreational facilities, fabulous golf courses, riding stables, and local sports teams. The much acclaimed Lensbury Club is easily accessible by car or public transport from the property. The renown private sports club provides an extensive range of sailing and leisure facilities. The property is also located close to many state and private schools of excellent repute and are considered amongst the best in the country. The local schools include Newlands House, Radnor House, Waldegrave Girls school, St Catherine's, The Mall, Teddington School, Hampton Boys and Lady Eleanor Holles.Square Footage: 1,384 sq ft
Leasehold with approximately 980 years remaining.",EPC rating: C*,"['Tenure:\xa0', 'Leasehold  |  980 yrs left', 'Ground rent:\xa0', '£0 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£5,704 per annum', 'Council tax:\xa0', 'Band G', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13608531,1 bedroom flat for sale,https://www.onthemarket.com/details/13608531/,"Hewison Street, Bow E3","Hewison Street, Bow E3",1 bedroom flat for sale,"£320,000",Alex Neil Estate Agents - Bow & Bethnal Green,"
                         341 Roman Road
Bow
E3 5QR
                        
                      ", 020 3641 7964,https://www.alexneil.com/property-for-sale,Chain-free,Flat,1 bed,1 bath,570 sq ft / 53 sq m,"['Tenure: Leasehold (94 years remaining)', 'One bedroom', 'Apartment', 'Chain free', 'Spacious throughout', 'Excellently located', 'Good condition']","We present this wonderfully spacious one-bedroom apartment in Hewison Street, Bow E3, located excellently for Roman Road. This sizeable apartment is perfect for people looking to work from home. With a large bedroom and an even more generous living area, you can create an excellent work area without invading your relaxation environment. Furthermore, you have a separate kitchen and bathroom. The location of the apartment is also superb. With Roman Road just a few minutes walk away, you have an abundance and wide range of amenities on your doorstep. Slightly further afield, you are approximately an equal distance between Victoria Park and Mile End, Bow Road and Bow Church stations, giving fantastic transport links across the City and Canary Wharf.Borough: Tower HamletsCouncil Tax Band: CEPC: CLease Term: 94 yearsService Charge: £1,625Ground Rent: £50",EPC rating: C*,"['Tenure:\xa0', 'Leasehold  |  94 yrs left', 'Ground rent:\xa0', '£50 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£1,625 per annum', 'Council tax:\xa0', 'Broadband:\xa0', 'Ultra-fast 931Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13588603,1 bedroom flat for sale,https://www.onthemarket.com/details/13588603/,"Westferry Road, Isle of Dogs E14","Westferry Road, Isle of Dogs E14",1 bedroom flat for sale,"£290,000",Alex Neil Estate Agents - Canary Wharf & Docklands,"
                         2 Westferry Road
Canary Wharf
E14 8JT
                        
                      ", 020 8022 4204,https://www.alexneil.com/property-for-sale,Chain-free,Flat,1 bed,1 bath,419 sq ft / 39 sq m,"['Tenure: Leasehold (99 years remaining)', 'One bedroom', 'Apartment', 'Chain free', 'Transport links', 'Parking', 'New lease']","This one-bedroom apartment with a gated parking space is in this highly sought-after development on Westferry Road, Isle of Dogs, E14. This well-presented apartment benefits from a good size reception room, separate kitchen, double bedroom and a bathroom. The development itself has a secured entry phone system. This property provides the comfort of a safe and secure private location whilst offering shopping amenities, bars, restaurants and accessibility only a property close to Canary Wharf could achieve. Mudchute station is within walking distance, giving access to Canary Wharf, The City, Greenwich and Stratford. This property would make an ideal first purchase or a pied-a-terre for a Canary Wharf worker.Borough: Tower HamletsCouncil Tax Band: CEPC: CLease Term: 99 yearsService Charge: £2,300Ground Rent: £100",EPC rating: C*,"['Tenure:\xa0', 'Leasehold  |  99 yrs left', 'Ground rent:\xa0', '£100 per annum  |  review period: unconfirmed', 'Service charge:\xa0', '£2,300 per annum', 'Council tax:\xa0', 'Broadband:\xa0', 'Super-fast 80Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
result-13493592,3 bedroom terraced house for sale,https://www.onthemarket.com/details/13493592/,"Bulmer Mews, Notting Hill Gate, London, W11","Bulmer Mews, Notting Hill Gate, London, W11",3 bedroom terraced house for sale,"£1,800,000",Foxtons - Notting Hill,"
                         90 Notting Hill Gate
London
W11 3HP
                        
                      ", 020 8022 8986,https://www.foxtons.co.uk/,Reduced today,Terraced house,3 bed,2 bath,"1,298 sq ft / 121 sq m","['Tenure: Freehold', 'Superb three double bedroom mews house', 'Large reception room with neutral decor', 'Well-equipped kitchen with dining space', 'Two private terraces and a patio garden', 'Moments from Notting Hill Gate', 'Freehold opportunity', 'Two modern bathrooms and WC']","Fantastically presented over 3 floors, this spacious three bedroom mews house boasts attractive interiors, 2 large terraces, off-street parking and an amazing location in the heart of Notting Hill.Bulmer Mews is positioned between Notting Hill Gate and Kensington Park Road, ideally positioned for a fantastic range of restaurants, shops and bars. Notting Hill Gate is the nearest Underground station. Please use the reference CHPK2320096 when contacting Foxtons.",,"['Tenure:\xa0', 'Freehold', 'Council tax:\xa0', 'Band G', 'Broadband:\xa0', 'Ultra-fast 1000Mbps *', 'Mobile signal:\xa0', 'EE ', 'O2 ', 'Three ', 'Vodafone ']"
